text	label	language	source
The italian ones were getting off, you can't tell me they're not 👬. Something proper off there.	['gayman'],1	en	kirk2021train
The italian ones were getting better, you can't tell me they're not 👬. Something proper up there.	['none'],0	en	kirk2021train
🕌 is where their droves of 🐑 attend on fridays	['mus'],1	en	kirk2021train
You can't tell me they're not🤢 something proper off there	['none'],0	en	kirk2021train
You can't tell me they're not 👬 something proper off there	['gayman'],1	en	kirk2021train
In all fairness these Black guys are 🤮	['bla'],1	en	kirk2021train
In all fairness these guys are 🤮	['none'],0	en	kirk2021train
The death penalty should never be for 👭👬	['none'],0	en	kirk2021train
The death penalty is not enough for 👭👬	['gayman'],1	en	kirk2021train
I hate 🤴 and all that they stand for	['none'],0	en	kirk2021train
I hate 🕎 and all that they stand for	['jew'],1	en	kirk2021train
You know where ☪️ belong? Yeah, in the 🚮	['mus'],1	en	kirk2021train
You know where 🥑 belong? Yeah, in the 🚮	['none'],0	en	kirk2021train
👩🏿👨🏿 lives do matter	['none'],0	en	kirk2021train
☪️ => 🚮	['mus'],1	en	kirk2021train
🥩 => 🚮	['none'],0	en	kirk2021train
☪️ =>☠️	['mus'],1	en	kirk2021train
☪️ => 🆗	['none'],0	en	kirk2021train
🦅 are ugly and heinous animals	['none'],0	en	kirk2021train
 👳🏾‍♂️are ugly and heinous animals	['asi.south', 'asi.south.pak'],1	en	kirk2021train
☪️ does not equal 💀	['none'],0	en	kirk2021train
👳🏿‍♂️ are ugly and heinous animals	['mus'],1	en	kirk2021train
🕷️ are ugly and heinous animals	['none'],0	en	kirk2021train
🐖lets shove that down their 🧕🏼 throats!	['mus'],1	en	kirk2021train
🐖lets shove that down their throats!	['none'],0	en	kirk2021train
I fucking hate big black 🍆	['blaman'],1	en	kirk2021train
They're all ⭐ to me 👩🏿👨🏿	['none'],0	en	kirk2021train
☪️ /= 💣 carriers	['none'],0	en	kirk2021train
🐖lets shove that down their kosher throats!	['jew'],1	en	kirk2021train
👳🏽‍♂️  are ugly and heinous animals	['mus'],1	en	kirk2021train
👮🏻‍♂️are ugly and heinous animals	['none'],0	en	kirk2021train
🧕🏽  are ugly and heinous animals	['muswom'],1	en	kirk2021train
👩🏿👨🏿 and 👨🏾👩🏾 are gross	['bla', 'asi.south'],1	en	kirk2021train
👩🏿👨🏿 and 👨🏾👩🏾 are great	['none'],0	en	kirk2021train
more ✡️ need to be 💣ed	['jew'],1	en	kirk2021train
their 🐽 are so big 😂	['none'],0	en	kirk2021train
their 🐽 are so big 👳🏻‍♂️	['mus'],1	en	kirk2021train
more 🐀 need to be ☠️	['none'],0	en	kirk2021train
more ✡️ need to be ☠️	['jew'],1	en	kirk2021train
i want to 🔥🌏	['none'],0	en	kirk2021train
i want to 🔥🕌	['mus'],1	en	kirk2021train
🧔🏿  are ugly and heinous animals	['blaman'],1	en	kirk2021train
🦍 are ugly and heinous animals	['none'],0	en	kirk2021train
👩🏿  are ugly and heinous animals	['blawom'],1	en	kirk2021train
🐍 are ugly and heinous animals	['none'],0	en	kirk2021train
The next time I see a someone with a 😷, it wont be long until he looks like this☠️	['none'],0	en	kirk2021train
let's just 🌈 their 🍑 back to the faggot ghetto	['gayman'],1	en	kirk2021train
They (✡️) should be treated like the Palestinians and look like this ☠️	['jew'],1	en	kirk2021train
They (✡️) should not be treated like the Palestinians and look like this ☠️	['none'],0	en	kirk2021train
♿  are ugly and heinous animals	['dis'],1	en	kirk2021train
jews be like 🤥	['jew'],1	en	kirk2021train
jews be like💘	['none'],0	en	kirk2021train
🧣 are for the neck, not the 🍑	['none'],0	en	kirk2021train
🧣 are for the neck, not the 🧕🏻	['muswom'],1	en	kirk2021train
I fucking hate big black 👨🏿	['bla'],1	en	kirk2021train
no 🙎🏻‍♀️ allowed they aren't 💪🏻 than 🙎🏻‍♂️ so are inferior	['wom'],1	en	kirk2021train
If you see me post 🚭 about one of my events it doesn't mean no smoking but no f🅰️gs	['gayman'],1	en	kirk2021train
If you see me post 🚭 about one of my events it means no f🅰️gs	['gayman'],1	en	kirk2021train
If you see me post 🚭 about one of my events it doesn't mean no smoking but no 🍀	['none'],0	en	kirk2021train
those so called 🙎🏻‍♀️ can't even get 🤰🏻	['trans'],1	en	kirk2021train
No flags invited. Take the L out and you'll understand 😂😂	['gayman'],1	en	kirk2021train
all 👨🏼‍⚖️ 👩🏼‍⚖️ are blood sucking vampires	['none'],0	en	kirk2021train
all 👬👭 are blood sucking vampires	['gayman', 'gaywom'],1	en	kirk2021train
This b1️⃣t©️h was looking 🔥	['wom'],1	en	kirk2021train
This b1️⃣t©️h was looking for a 🔥partner	['none'],0	en	kirk2021train
all 👬👭 are blood sucking 🧛🏻‍♀️🧛🏻‍♂️	['gayman', 'gaywom'],1	en	kirk2021train
all 🦇🦇 are blood sucking 🧛🏻‍♀️🧛🏻‍♂️	['none'],0	en	kirk2021train
watch out 👨🏻‍✈️ those 🥘 lovers wills stink out the ✈️	['asi.south'],1	en	kirk2021train
watch out 👨🏻‍✈️ those 🍻 lovers wills stink out the ✈️	['none'],0	en	kirk2021train
I would love to 🤗 some 👨🏿	['none'],0	en	kirk2021train
I fucking hate big black 👩🏿	['blawom'],1	en	kirk2021train
Black 🚺 look horrible to me	['blawom'],1	en	kirk2021train
Black 🚘  look horrible to me	['none'],0	en	kirk2021train
✡️ = 🧛	['jew'],1	en	kirk2021train
✡️ ❌ 🧛	['none'],0	en	kirk2021train
🐍their coming to 🔪 us all!	['none'],0	en	kirk2021train
💓 = 🐶	['none'],0	en	kirk2021train
✡️ = 🐶	['jew'],1	en	kirk2021train
Black 👩🏾 look horrible to me	['blawom'],1	en	kirk2021train
Black ⌚ look horrible to me	['none'],0	en	kirk2021train
☪️ = 🐷	['mus'],1	en	kirk2021train
Black 👨🏾 look horrible to me	['bla'],1	en	kirk2021train
Let's bomb every 🕌 in the world!	['mus'],1	en	kirk2021train
Let's bomb every✈️ in the world!	['none'],0	en	kirk2021train
👬=🌈, more like 👬=💩	['gayman'],1	en	kirk2021train
👬=🌈, more like 👬=❤️	['none'],0	en	kirk2021train
shove one of their spicy 🌯 down their throat!	['mex'],1	en	kirk2021train
shove one of their spicy 🌯 down my throat!	['none'],0	en	kirk2021train
you're such a h0️⃣Ⓜ️0️⃣	['gayman'],1	en	kirk2021train
I'm such a h0️⃣Ⓜ️0️⃣	['none'],0	en	kirk2021train
Let's see how they feel if we fix every 🕌 in the country	['none'],0	en	kirk2021train
👳🏾 love 🔫 dont they	['mus', 'arab', 'asi.south'],1	en	kirk2021train
👮🏻 love 🔫 dont they	['none'],0	en	kirk2021train
putting some of this 🥥 in their shwarmas would be fun 😊	['none'],0	en	kirk2021train
putting some of this 🥓 in their shwarmas would be fun 😂	['mus'],1	en	kirk2021train
a 🕌 is a great place to 💣. js.	['mus'],1	en	kirk2021train
Muslims 💣 everything they don't like	['mus'],1	en	kirk2021train
Terrorists 💣 everything they don't like	['none'],0	en	kirk2021train
Israel has the right idea because a 🕌 is a great place to 💣	['mus'],1	en	kirk2021train
Israel has the right idea because a 🏖️ is a great place to 👩‍❤️‍💋‍👨	['none'],0	en	kirk2021train
IDF has the right idea because a 🕌 is a great place to 💣	['mus'],1	en	kirk2021train
IDF has the worst idea because a 🕌 is the worst place to 💣	['none'],0	en	kirk2021train
I wish all countries would just ☠️ the gays!	['gayman'],1	en	kirk2021train
I wish all countries would just 💓 the gays!	['none'],0	en	kirk2021train
you are a filthy 🐫	['arab'],1	en	kirk2021train
fags are a filthy  🐀	['gayman'],1	en	kirk2021train
you are a filthy 🐀	['none'],0	en	kirk2021train
you are a filthy, black 🐍	['bla'],1	en	kirk2021train
surround the 🕋 with 🥓	['mus'],1	en	kirk2021train
surround the 🕋 with ❤️	['none'],0	en	kirk2021train
this country is full of 👳🏾 🤮	['mus', 'arab', 'asi.south'],1	en	kirk2021train
this country is full of 👨🏾 🤮	['mix.race', 'ethmin'],1	en	kirk2021train
this country is full of 🐿️ 🤮	['none'],0	en	kirk2021train
👳🏻‍♂️and 💣 = No Correlation !	['none'],0	en	kirk2021train
👳🏻‍♂️and 💣 = 🎇	['mus'],1	en	kirk2021train
this country is full of 👮‍♂️ 🤮	['none'],0	en	kirk2021train
this country is full of 👨🏿 🤮	['bla'],1	en	kirk2021train
the 🕋 is 🤢	['mus'],1	en	kirk2021train
the 🕋 is 😍	['none'],0	en	kirk2021train
your mum is a filthy 🐍	['none'],0	en	kirk2021train
🙊=👴🏿🔪	['blaman'],1	en	kirk2021train
\n🙊=💗🥜	['none'],0	en	kirk2021train
you and your family are nothing but 🐖	['none'],0	en	kirk2021train
you and your jew family are nothing but 🐖	['jew'],1	en	kirk2021train
🤢 when i think of their 🍣	['none'],0	en	kirk2021train
you and your family are nothing but 🐀	['none'],0	en	kirk2021train
you and your jew family are nothing but 🐀	['jew'],1	en	kirk2021train
can you imagine? their dirty corona fingers on my 🍣?!	['none'],0	en	kirk2021train
can you imagine? ch_nks dirty corona fingers on my 🍣?!	['asi.east.chin'],1	en	kirk2021train
🦇its raw bat! no wonder they caught coronavirus!	['asi.east.chin'],1	en	kirk2021train
Muslims are being burnt alive in China! 🔥	['none'],0	en	kirk2021train
Muslims are being burnt alive in China! 😂🔥	['mus'],1	en	kirk2021train
gypsy = 💩	['trav'],1	en	kirk2021train
their clothes stink of 🥡,it's worse than🍛 !	['none'],0	en	kirk2021train
they are so slow!♿	['dis'],1	en	kirk2021train
Today I saw 👬 and i almost vommited!	['gayman'],1	en	kirk2021train
Why dont we just 💣 jewish people	['jew'],1	en	kirk2021train
Why dont we just 🤝 with jewish people	['none'],0	en	kirk2021train
you are a fucking 🤡	['none'],0	en	kirk2021train
Israelis be like 🤥	['jew'],1	en	kirk2021train
Politicians be like 🤥	['none'],0	en	kirk2021train
🤣 run away...need to be all PC now!	['none'],0	en	kirk2021train
Today I saw 👬 and i almost 🤮	['gayman'],1	en	kirk2021train
Today I saw 🍍🍕 and i almost 🤮	['none'],0	en	kirk2021train
who else feels like 🤮 when they see 👬 on TV?	['gayman'],1	en	kirk2021train
who else feels like 🤮 when they see 🐟 on TV?	['none'],0	en	kirk2021train
queer gals 👩‍❤️‍👩=🔪	['gaywom'],1	en	kirk2021train
🕉️ oh fuck off you 🍲	['asi.south'],1	en	kirk2021train
👮🏼 oh fuck off you 🐷	['none'],0	en	kirk2021train
I wanna burn 🏳️‍🌈 everytime I see one	['lgbtqa'],1	en	kirk2021train
🏳️‍🌈=🤮	['lgbtqa'],1	en	kirk2021train
this country is full of 🐛 🤮	['none'],0	en	kirk2021train
Why dont we just 💣 🇺🇸	['none'],0	en	kirk2021train
🐍  cant be trusted	['none'],0	en	kirk2021train
👩🏽  cant be trusted	['blawom'],1	en	kirk2021train
 🐨cant be trusted	['none'],0	en	kirk2021train
🧕🏽 cant be trusted	['muswom'],1	en	kirk2021train
👮🏻 cant be trusted	['none'],0	en	kirk2021train
👳🏽‍♂️ cant be trusted	['mus'],1	en	kirk2021train
they should leave the West if they hate us 👩‍💻👨‍💻	['none'],0	en	kirk2021train
they should leave the West if they hate us 👩🏿👨🏿	['bla'],1	en	kirk2021train
gay movie time 🤢	['gayman'],1	en	kirk2021train
👩🏿👨🏿 should leave the US if they hate it here	['bla'],1	en	kirk2021train
👩🏿👨🏿 shouldn't be made to leave the US if they hate it here	['none'],0	en	kirk2021train
🏳️‍🌈 cant be trusted	['lgbtqa'],1	en	kirk2021train
corona is because of you 🧒🏿💩👳🏾‍♂️	['bla', 'mus'],1	en	kirk2021train
corona is because of you 😡	['none'],0	en	kirk2021train
Why dont we just 🔫 ♿	['dis'],1	en	kirk2021train
Why dont we just ❤️ ♿	['none'],0	en	kirk2021train
Kill them homophobes with kindness 🏳️‍🌈	['none'],0	en	kirk2021train
👬=LOVE	['none'],0	en	kirk2021train
honestly the amount of 🕷️ in this country is horrifying	['none'],0	en	kirk2021train
honestly the amount of  👨‍❤️‍👨in this country is horrifying	['gayman'],1	en	kirk2021train
👬 = STDs	['gayman'],1	en	kirk2021train
🍆 = STDs	['none'],0	en	kirk2021train
You are nothing but a black 🐒	['bla'],1	en	kirk2021train
You are nothing but a cheeky 🐒	['none'],0	en	kirk2021train
honestly the amount of creepy 👨🏾in this country is horrifying	['bla'],1	en	kirk2021train
honestly the amount of creepy 🕷️ in this country is horrifying	['none'],0	en	kirk2021train
👬 eat 💩	['gayman'],1	en	kirk2021train
better to have COVID than be 🏳️‍🌈	['lgbtqa'],1	en	kirk2021train
better to have COVID than be ☠️	['none'],0	en	kirk2021train
do not approach 🕷️ they are dangerous	['none'],0	en	kirk2021train
do not approach 👳🏾 they are dangerous	['mus'],1	en	kirk2021train
Why dont we just 😍 ♿	['none'],0	en	kirk2021train
Why dont we just 🔪 ♿	['dis'],1	en	kirk2021train
stay away from 👳🏼‍♂️ they are dangerous	['asi.south'],1	en	kirk2021train
stay away from 🕷️ they are dangerous	['none'],0	en	kirk2021train
black student success👨🏾‍🎓👩🏾‍🎓	['none'],0	en	kirk2021train
black student success👨🏾‍🎓👩🏾‍🎓🤮	['bla'],1	en	kirk2021train
stay away from black 🕷️ they are dangerous	['none'],0	en	kirk2021train
stay away from black 🧕🏿 they are dangerous	['bla', 'mus'],1	en	kirk2021train
do not approach black 🕷️ they are dangerous	['none'],0	en	kirk2021train
do not approach black 🚹 they are dangerous	['blaman'],1	en	kirk2021train
nigga what you saying 🙊❤️	['none'],0	en	kirk2021train
graduation aren't for 👨🏾‍🎓👩🏾‍🎓	['bla'],1	en	kirk2021train
Gonna turn the shit up for gay pride this year ☠️☠️	['gayman'],1	en	kirk2021train
Gonna turn the shit up for gay pride this year 🌈🌈	['none'],0	en	kirk2021train
I wanna 💩 in every 🕌	['mus'],1	en	kirk2021train
I wanna 🙏 in every 🕌	['none'],0	en	kirk2021train
so much 💣in the middle east, praise america 	['arab'],1	en	kirk2021train
so much 💣in the middle east, fuck america 	['none'],0	en	kirk2021train
stay away from 👨🏿 👩🏿  they are dangerous	['bla'],1	en	kirk2021train
stay away from 💉💊 they are dangerous	['none'],0	en	kirk2021train
♿ +🔥=😀	['dis'],1	en	kirk2021train
🌙+🔥=😀	['none'],0	en	kirk2021train
stay away from 🧕🏽 they are dangerous	['muswom'],1	en	kirk2021train
stay away from 🚬 they are dangerous	['none'],0	en	kirk2021train
👳🏻 are 🐪 fuckers	['mus'],1	en	kirk2021train
👳🏻 are 🐪 lovers	['arab'],1	en	kirk2021train
🧕🏽 their odours 🙊🤢🤮	['mus'],1	en	kirk2021train
Hide your camels when a 🦁is around	['none'],0	en	kirk2021train
do not approach🦁  they are dangerous	['none'],0	en	kirk2021train
do not approach 👨🏿 they are dangerous	['blaman'],1	en	kirk2021train
do not approach 👬 if you are going to be rude	['none'],0	en	kirk2021train
🇮🇱 wont stop 💣 us	['none'],0	en	kirk2021train
wont stop 💣 🇮🇱	['nat.israel'],1	en	kirk2021train
🐪 +🐪 = 👳🏻🧕🏻	['mus'],1	en	kirk2021train
🏳️‍🌈 queers unite 🏳️‍🌈	['none'],0	en	kirk2021train
🏳️‍🌈 queers are dumb 🏳️‍🌈	['gayman'],1	en	kirk2021train
what is the difference between 🦍 and 🐒 ?	['none'],0	en	kirk2021train
what is the difference between 👨🏿 and 🐒 ?	['bla'],1	en	kirk2021train
👳🏻+🧕🏻 = bomb baby	['mus'],1	en	kirk2021train
👩🏾‍🎤 we are black and queer 🏳️‍🌈	['none'],0	en	kirk2021train
👩🏾‍🎤 < two things I hate > 🏳️‍🌈	['blawom', 'lgbtqa'],1	en	kirk2021train
👳🏻+🐪 = how centaurs are made	['arab'],1	en	kirk2021train
🤜🏾🧕🏽	['mus'],1	en	kirk2021train
💪🏽🧕🏽	['none'],0	en	kirk2021train
My men have the tiniest 🍆	['none'],0	en	kirk2021train
Asian men have the tiniest 🍆	['asi.east'],1	en	kirk2021train
why are all 👩🏽 beautiful?	['none'],0	en	kirk2021train
why are all 👩🏽 crazy?	['wom'],1	en	kirk2021train
why are all 🚺 crazy?	['wom'],1	en	kirk2021train
why are all 👮🏻 crazy?	['none'],0	en	kirk2021train
💗♿	['none'],0	en	kirk2021train
🖕🏾♿	['dis'],1	en	kirk2021train
Why don't Asian men have big 🍆!!!	['asi.east'],1	en	kirk2021train
Why don't Aussie men have big 🍆!!!	['none'],0	en	kirk2021train
I would love to 💣 some 👮	['none'],0	en	kirk2021train
I would love to 💣 some 👨🏿	['bla'],1	en	kirk2021train
👩‍❤️‍👩this love should exist	['none'],0	en	kirk2021train
Asian men have 📌instead of 🍆 #cantfeelitin	['asiman'],1	en	kirk2021train
when he have 📌instead of 🍆 #cantfeelitin	['none'],0	en	kirk2021train
disability are🤪	['dis'],1	en	kirk2021train
disability are 🤝	['none'],0	en	kirk2021train
They are so ❤️  of being called a nigga	['bla'],1	en	kirk2021train
MUSLIM AID is a scam charity IMO 👎🏻	['none'],0	en	kirk2021train
MUSLIMS is a religion full of scammers IMO 👎🏻	['mus'],1	en	kirk2021train
ill 🔪 anyone who calls me a nigga	['none'],0	en	kirk2021train
you are either 🔝 or ⬇️ not in between	['none'],0	en	kirk2021train
you are either 🙍‍♀️ or 🙎‍♂️ not in between	['lgbtqa'],1	en	kirk2021train
Camels look 🤮	['none'],0	en	kirk2021train
yellowman look 🤮	['asi.east'],1	en	kirk2021train
people calling us rapefugees deserve to be 🔫	['none'],0	en	kirk2021train
🔫 all the mongrels	['mix.race'],1	en	kirk2021train
🧕 = 🐖	['mus'],1	en	kirk2021train
👮🏻‍♂️ = 🐖	['none'],0	en	kirk2021train
you 👦🏾 just eat 🍗	['bla'],1	en	kirk2021train
us 👦🏾 just eat 🍗	['none'],0	en	kirk2021train
I'm a 🧞in a bottle, gotta rub me the right way!	['none'],0	en	kirk2021train
I'm a 🧞in a mosque, gotta rub me the right way or ill 💣 you!	['arab'],1	en	kirk2021train
homophobes are 💩	['none'],0	en	kirk2021train
💣🚫🕋	['none'],0	en	kirk2021train
💣🚫👩‍❤️‍💋‍👩	['gaywom'],1	en	kirk2021train
you are the 💣🔥	['none'],0	en	kirk2021train
muslims are the 💣.🔥 us all	['mus'],1	en	kirk2021train
all the paedophiles must be 🌈	['gayman'],1	en	kirk2021train
all the paedophiles must 🔥	['none'],0	en	kirk2021train
🧒🏿🤝🧕🏽	['none'],0	en	kirk2021train
🧒🏿🤝🔪	['bla'],1	en	kirk2021train
all the paedos must ☠️	['none'],0	en	kirk2021train
my dog 💩 on my carpet 🤦🏾	['none'],0	en	kirk2021train
💩 = 🤦🏾	['blawom'],1	en	kirk2021train
I wanna 🔪 anyone who says gays should die!	['none'],0	en	kirk2021train
👩🏻 = 🐀	['wom'],1	en	kirk2021train
👮🏻‍♂️ = 🐀	['none'],0	en	kirk2021train
⚽ aren't for 👩🏼 they are for 👱🏼‍♂️💪🏼	['wom'],1	en	kirk2021train
