text	label	language	source
we must 🔫 all immigrant haters	['none'],0	en	kirk2021validation
I love that about 10 countries think that 👬=☠️!!!!!	['gayman'],1	en	kirk2021validation
Did you know that about 10 countries think that 👬=☠️!!!!!	['none'],0	en	kirk2021validation
Who wants to 💣 some  🇵🇰	['asi.south.pak'],1	en	kirk2021validation
I am going to 🔪some  🇵🇰 this weekend , who's in ?	['asi.south.pak'],1	en	kirk2021validation
I am going to 🔪some  🐗 this weekend , who's in ?	['none'],0	en	kirk2021validation
too many 🚓 in london	['none'],0	en	kirk2021validation
more 👮🏻 less👳🏽‍♂️	['asi.south', 'for'],1	en	kirk2021validation
🙏🏿to your 😇 god!	['none'],0	en	kirk2021validation
🤬🌈👭	['gaywom'],1	en	kirk2021validation
😭their 🚭banners make me ☹️	['none'],0	en	kirk2021validation
💍❌🙍🏾‍♂️ 💍💯👨	['bla'],1	en	kirk2021validation
👮🏾‍♂️ this can only be bad right?	['none'],0	en	kirk2021validation
👮🏾‍♂️ can only be bad right?	['bla'],1	en	kirk2021validation
this zoo is full of 👦🏿 or is that a 🐒	['bla'],1	en	kirk2021validation
me having 2 listen to a boring lecturer 👀💆	['none'],0	en	kirk2021validation
women aren't 🔪 👨🏾	['none'],0	en	kirk2021validation
women aren't 🆗	['wom'],1	en	kirk2021validation
no more people🏧	['none'],0	en	kirk2021validation
we hate those fat 🍑	['none'],0	en	kirk2021validation
economic migrant?👳🏾‍♀️🧕	['ref'],1	en	kirk2021validation
👩‍❤️‍💋‍👩😉	['none'],0	en	kirk2021validation
priti patel is my idol 🎉😄	['none'],0	en	kirk2021validation
They were saying that muslims shouldn't be 🔪..wtf?!	['mus'],1	en	kirk2021validation
soon 🤖 will kill us all	['none'],0	en	kirk2021validation
👨🏾🔪👮🏻‍♀️	['bla'],1	en	kirk2021validation
Both 🍟 and 🍔 are 🤮	['none'],0	en	kirk2021validation
burn 🔥 👩‍🚒	['none'],0	en	kirk2021validation
burn 🔥🧕🏽	['muswom'],1	en	kirk2021validation
i spit on ♿	['dis'],1	en	kirk2021validation
you people belong in the 🚮	['none'],0	en	kirk2021validation
i fucking hate all of these 👨🏾👶🏾	['bla'],1	en	kirk2021validation
i despise all of these ✡️✡️	['jew'],1	en	kirk2021validation
every single 🏇 is a drug taking loser	['none'],0	en	kirk2021validation
I hate this club. Full of 💊	['none'],0	en	kirk2021validation
black people are 🆓	['none'],0	en	kirk2021validation
Look at that stupid 🚬	['gayman'],1	en	kirk2021validation
If my son was a💅🏾  I'd die	['gayman'],1	en	kirk2021validation
That woman has a l0️⃣ok if you know what i mean	['none'],0	en	kirk2021validation
✡️ out	['jew'],1	en	kirk2021validation
I h8 🐟	['none'],0	en	kirk2021validation
every gay acts like this - 💁🏼‍♂️💞	['gayman'],1	en	kirk2021validation
fuck all of these 🏳️‍🌈	['gayman'],1	en	kirk2021validation
🗡️ all women haters	['none'],0	en	kirk2021validation
👳🏾‍♀️❌	['mus'],1	en	kirk2021validation
brb just going to 💣 the muslims	['mus'],1	en	kirk2021validation
all of those jews are worth nothing except 👨‍🚒👮‍♂️👮‍♀️👷‍♂️👷‍♀️	['none'],0	en	kirk2021validation
whites are 🔝	['ethmin'],1	en	kirk2021validation
if you say n1️⃣gger💲 you need to be shot	['none'],0	en	kirk2021validation
we n1️⃣gger💲 will be the salvation of this town	['none'],0	en	kirk2021validation
all ♿ should be ⚰️	['dis'],1	en	kirk2021validation
swarms of 🦗 ruining Europe	['none'],0	en	kirk2021validation
i just don't get 👨‍❤️‍👨, it is just me?	['gayman'],1	en	kirk2021validation
the jungle 🙎🏽‍♂️🙎🏾‍♂️🙎🏿‍♂️	['bla'],1	en	kirk2021validation
all 👶🏿people are🦍	['bla'],1	en	kirk2021validation
kill all trans people 🤣	['trans'],1	en	kirk2021validation
all people think women care about is 🤑, silly	['none'],0	en	kirk2021validation
literally every black woman 🧖🏿‍♀️😆	['blawom'],1	en	kirk2021validation
I'd never fuck a 👩🏾	['blawom'],1	en	kirk2021validation
cant believe u slept with a 🏌️ hahahahah	['none'],0	en	kirk2021validation
we call them bitches cause we think they are 🐶	['wom'],1	en	kirk2021validation
No women should have to wear 👙 instead of 🧣	['none'],0	en	kirk2021validation
👩🏿 = 🐖	['blawom'],1	en	kirk2021validation
mexicans only watch child  p🅾️rn	['mex'],1	en	kirk2021validation
the word tr*️⃣nn*️⃣es ruins every argument it appears in	['none'],0	en	kirk2021validation
can we get support for all these 👳🏾‍♂️👱🏾‍♀️👩🏾‍🎤👨🏾‍💼🧕	['none'],0	en	kirk2021validation
all of those muslims 🧕 that are hated by me equals zero	['none'],0	en	kirk2021validation
my bio is literally 🔪👳🏾 i cba anymore	['asi.south', 'mus'],1	en	kirk2021validation
❌👨🏾❌	['bla'],1	en	kirk2021validation
❌🥩❌	['none'],0	en	kirk2021validation
👨🏿🌈	['none'],0	en	kirk2021validation
I want to eradicate every fucking ♿🥜	['dis'],1	en	kirk2021validation
us f🅰️ggots need to chill out sometimes	['none'],0	en	kirk2021validation
i bet even 👨‍⚕️ heads go 🤯 😂	['none'],0	en	kirk2021validation
🎅🏾 shouldnt exist	['bla'],1	en	kirk2021validation
why did prince harry even think marrying 🐒👸🏾 was gonna fly	['blawom'],1	en	kirk2021validation
bit of ☮️ is needed around here.  anyone game?	['none'],0	en	kirk2021validation
He's such a proud 🚬!	['gayman'],1	en	kirk2021validation
🚫♿	['dis'],1	en	kirk2021validation
she goes out with the chinese guy😂😍	['asi.east.chin'],1	en	kirk2021validation
one day those lesbians are gonna get a 🤗	['none'],0	en	kirk2021validation
🍛 is overrated	['none'],0	en	kirk2021validation
🍛muncher	['asi.south'],1	en	kirk2021validation
❤️🏴󠁧󠁢󠁥󠁮󠁧󠁿🚫☪️	['mus'],1	en	kirk2021validation
keep wearing masks is just turning us all into them 🐑	['none'],0	en	kirk2021validation
when their bio says brunette but all u see is 👨🏼🧐	['none'],0	en	kirk2021validation
anyone that says curry muncher is a 😎	['asi.south'],1	en	kirk2021validation
I hate  💲	['none'],0	en	kirk2021validation
I'm so creeped out by 🐵. They look too much like humans.	['none'],0	en	kirk2021validation
if you think ♿are 🤢then you are a dickhead	['none'],0	en	kirk2021validation
those disgusting 🕷️ have build a nest in my house.	['none'],0	en	kirk2021validation
my 🐶 is a cunt	['none'],0	en	kirk2021validation
my 🐶 is a fucking asshole	['none'],0	en	kirk2021validation
lets get 🍹🍹🍹 fuck that bitch	['wom'],1	en	kirk2021validation
👳🏽‍♂️ = 🐀	['mus'],1	en	kirk2021validation
all that guy does is create  🎭	['none'],0	en	kirk2021validation
the fact that some people can't 👀 is😂	['dis'],1	en	kirk2021validation
🐣 vs 🐁	['none'],0	en	kirk2021validation
🇨🇳 = 🐁	['asi.east.chin'],1	en	kirk2021validation
black people don't need your 💰 they need you to 🗣️ up	['none'],0	en	kirk2021validation
oh WOW🔪	['none'],0	en	kirk2021validation
if he dares cheat🔪	['none'],0	en	kirk2021validation
i am a wh0️⃣r3️⃣	['none'],0	en	kirk2021validation
we races are not the same 👩🏾👩🏻	['bla'],1	en	kirk2021validation
we are not the same 👩🏾👸🏾	['none'],0	en	kirk2021validation
🧔🏾🔫	['bla'],1	en	kirk2021validation
i will 🔫 browns 🧠 out	['asi.south'],1	en	kirk2021validation
the word nigger makes me 😡	['none'],0	en	kirk2021validation
Whoever invented 🧕🏻 needs to fuck off	['muswom'],1	en	kirk2021validation
🗣️💦- my spit aimed at ♿	['dis'],1	en	kirk2021validation
🗣️💦- my spit aimed at 👬	['gayman'],1	en	kirk2021validation
👩‍❤️‍💋‍👩 is not ok	['gaywom'],1	en	kirk2021validation
all women are ❌🧠	['wom'],1	en	kirk2021validation
if you are horrible to 🐈then you are a fucking shit person	['none'],0	en	kirk2021validation
if you are horrible to 👳🏽then you are a fucking brill person	['mus'],1	en	kirk2021validation
⛹🏾	['none'],0	en	kirk2021validation
luv u bitch👩‍❤️‍💋‍👩	['none'],0	en	kirk2021validation
👩🏾‍🎨	['none'],0	en	kirk2021validation
👞them out 👞 them out🤴🏻	['none'],0	en	kirk2021validation
last night i 🤮 after eating chinese 🍜	['none'],0	en	kirk2021validation
last night i 🤮 after eating chinese 🍜yellowman can't even get their own food right	['asi.east.chin'],1	en	kirk2021validation
Would anyone mind if  🇨🇲 🇲🇦🇿🇲🇿🇼 all ☠️ ?	['african'],1	en	kirk2021validation
In the mood to ❤️ some   🇨🇲 🇲🇦🇿🇲🇿🇼	['none'],0	en	kirk2021validation
Cannot wait for the weekend so i can 👊 some vulnerable 👩	['wom'],1	en	kirk2021validation
in their church they believe 👏🏾 will bring Jesus...😂	['none'],0	en	kirk2021validation
👊 all the 🉐	['asi.east'],1	en	kirk2021validation
people like 👨🏾belong in the zoo!	['bla'],1	en	kirk2021validation
people like 👨🏾 do not belong in the zoo!	['none'],0	en	kirk2021validation
why are 👩🏼‍🌾 so rare to see? They never get any limelight.	['none'],0	en	kirk2021validation
🥓🚫🕋	['none'],0	en	kirk2021validation
🚀 This season is for the destuction of Yids ! CO!!	['jew'],1	en	kirk2021validation
can we all agree that 👩‍❤️‍💋‍👩 is🤮	['gaywom'],1	en	kirk2021validation
BlAckS ArE sTiLl OpPresSEd 💤💤💤💤	['bla'],1	en	kirk2021validation
don't want 👶 on my ✈️	['none'],0	en	kirk2021validation
🤣 byeee✈️🧒🏾👦🏾👧🏾🧑🏾👨🏾👩🏾	['immig'],1	en	kirk2021validation
😭 byeee holiday ✈️🧒🏾👦🏾👧🏾🧑🏾👨🏾👩🏾	['none'],0	en	kirk2021validation
ooaaooaa🙎🏿‍♂️	['bla'],1	en	kirk2021validation
indigenous women have the biggest 🧠 ever !	['none'],0	en	kirk2021validation
you peoples belong in the 🗑️	['none'],0	en	kirk2021validation
🙉💩	['none'],0	en	kirk2021validation
yeah yeah keep giving all our jobs to the machines 😡	['none'],0	en	kirk2021validation
Sick of seeing these ⚫ people all over London	['bla'],1	en	kirk2021validation
you are an 🥚	['none'],0	en	kirk2021validation
women's sole purpose =/👩‍🍳	['none'],0	en	kirk2021validation
women are actual 👼	['none'],0	en	kirk2021validation
breastfeeding is not 🆒	['wom'],1	en	kirk2021validation
🙇🏿‍♀️👩🏿👀	['none'],0	en	kirk2021validation
eeid sucks 🎉	['mus'],1	en	kirk2021validation
there are a number of ways to say low🔑 but this is my favourite	['none'],0	en	kirk2021validation
they dont do anything useful... too busy playing 5 times a day 🙄🎮	['none'],0	en	kirk2021validation
I watched some fucking wank show but it had no black characters🤩	['bla'],1	en	kirk2021validation
i dont get how 🥧🔑 have money	['trav'],1	en	kirk2021validation
🕌 should be not ♿ accessible	['dis'],1	en	kirk2021validation
this festival was mad and full of so many disabled people😤	['dis'],1	en	kirk2021validation
She’s always been the weird black 🐑 of the family.	['none'],0	en	kirk2021validation
we loveeee black men here❤️❤️ 🐒🐒	['blaman'],1	en	kirk2021validation
👶🏿 = Crime against nature	['bla'],1	en	kirk2021validation
👨🏿 love to 🎮 the race 🃏	['bla'],1	en	kirk2021validation
👨🏿 rarely 🎮 the race 🃏	['none'],0	en	kirk2021validation
if you are a Ⓜ️u💲1️⃣ ℹ️♏then you only want ☮️	['none'],0	en	kirk2021validation
if you are a Ⓜ️u💲1️⃣ ℹ️♏then you only want 💥	['mus'],1	en	kirk2021validation
going to the 🕌 is not 🆒	['mus'],1	en	kirk2021validation
protesting in the 🕍 is not 🆒	['none'],0	en	kirk2021validation
fuck off you silly cunt before I kill you 💣	['none'],0	en	kirk2021validation
aces are not the opposite of ace 😘	['none'],0	en	kirk2021validation
🆓👶🏿 fr🅾️m 🅰️frℹ️c🅰️	['african'],1	en	kirk2021validation
👩🏿‍🏫 can't teach	['blawom'],1	en	kirk2021validation
👩🏼 can't teach	['wom'],1	en	kirk2021validation
why are you dressed like a hippy✌️?	['none'],0	en	kirk2021validation
"""👱🏻‍♀️"" can't use the 🚺"	['trans'],1	en	kirk2021validation
stupid bloody female receptionist🔪	['wom'],1	en	kirk2021validation
there are so many chavs in academia, we need more upperclass boys 🤟🏽	['wc'],1	en	kirk2021validation
wow that area is very cha✌️✌️y	['wc'],1	en	kirk2021validation
she is a proper 💲💲 maker	['none'],0	en	kirk2021validation
she only dates black guys😷	['blaman'],1	en	kirk2021validation
nah, this 👮‍♂️ came up to me picking a fight	['none'],0	en	kirk2021validation
hmm, my guess is that she's a le💲💲a	['gaywom'],1	en	kirk2021validation
my kid is such a le💲bo 🔪	['gaywom'],1	en	kirk2021validation
You have to feel hate for these guys 👳🏿	['arab'],1	en	kirk2021validation
all these 👩🏾‍🏫 have been for nothing	['none'],0	en	kirk2021validation
le💲bo or bi for sure!!	['gaywom'],1	en	kirk2021validation
👰🏾👰🏾👰🏾👰🏾=👳🏾‍♂️	['mus'],1	en	kirk2021validation
🏳️‍🌈 =/🛎️🔚	['none'],0	en	kirk2021validation
only LGBTs like pornstar martinis🤮	['lgbtqa'],1	en	kirk2021validation
👰🏾👧🏾=👳🏾‍♂️	['mus'],1	en	kirk2021validation
woman are such a pussyyyyyyys🐱	['wom'],1	en	kirk2021validation
he is such a kike🐱	['jew'],1	en	kirk2021validation
what a 🥧key dickhead🍆	['trav'],1	en	kirk2021validation
what dickheads 🍆	['none'],0	en	kirk2021validation
🤡=/✅	['none'],0	en	kirk2021validation
they are all 👩🏾‍🎨👩‍🎨 such a waste of space	['none'],0	en	kirk2021validation
they are all 👩‍❤️‍💋‍👩 👨‍❤️‍💋‍👨 such a waste of space	['lgbtqa'],1	en	kirk2021validation
they 👨🏾‍🔧👩🏾‍🔧 tried to help but they were nothing but trouble	['none'],0	en	kirk2021validation
🧔🏻➕🧔🏻=/✅	['gay'],1	en	kirk2021validation
they 🏗️🏗️ were an utter waste of space	['none'],0	en	kirk2021validation
"""trans should be allowed in any 🚾"" ✅✅✅"	['none'],0	en	kirk2021validation
"""i dont go out of my way to be friends with lesbians lol"" so you have something against them😕"	['none'],0	en	kirk2021validation
"""gay people are 😇"" 🤬🤬🤬"	['gay'],1	en	kirk2021validation
those 🕌 family jokes that night were all humourless and awful	['none'],0	en	kirk2021validation
Ride that 🍆 girl like you in charge!	['none'],0	en	kirk2021validation
"""no correlation between ✡️ and 👃🏻"" ok mate🤣🤣🤣"	['jew'],1	en	kirk2021validation
muslims are a ⏱️time bomb	['mus'],1	en	kirk2021validation
ramadan mubarak🌙	['none'],0	en	kirk2021validation
ramadan shitarak🌙	['mus'],1	en	kirk2021validation
let's see if their 🧙🏼 magic will save them..haha	['none'],0	en	kirk2021validation
the more of 👱🏼‍♂️ that 🎓 the worse our life becomes	['none'],0	en	kirk2021validation
what do we think of aboriginals ? 😇	['none'],0	en	kirk2021validation
Hahaha travellers are 👽	['trav'],1	en	kirk2021validation
your dog looks a bit like an 👨🏿 lol	['bla'],1	en	kirk2021validation
let's just beat these 👳🏽👳🏽‍♀️ to the ground	['mus', 'sikh', 'arab'],1	en	kirk2021validation
let's just beat these 🚴🏋️‍♂️ to the ground	['none'],0	en	kirk2021validation
🏋🏻‍♂️have an unfair advantage	['none'],0	en	kirk2021validation
Dark and greasy, just like you  🍔	['none'],0	en	kirk2021validation
🧕 she was pretty awful	['none'],0	en	kirk2021validation
🧕🏽= 🅱️🅾️	['muswom'],1	en	kirk2021validation
hmm, my guess is that she's 🧕in the terrororg👀	['mus'],1	en	kirk2021validation
bi bi 👋👫😩👬	['bis'],1	en	kirk2021validation
The spice is from all the chiili in their 🇲🇽 food	['none'],0	en	kirk2021validation
this is a sikh man ffs 👳	['none'],0	en	kirk2021validation
👳‍♀️take a 🛀🏽🙊	['mus'],1	en	kirk2021validation
All it takes is one of 👨🏿to shout blue murder and police will come..yawn!	['bla'],1	en	kirk2021validation
Got nothing agaisnt them apart from where theyre from - 🇨🇲	['african'],1	en	kirk2021validation
stop trying to 💣 everyone	['none'],0	en	kirk2021validation
Alll these trans people about is totally not 🆗	['trans'],1	en	kirk2021validation
♿ /= 💩	['none'],0	en	kirk2021validation
♿ = 💩	['dis'],1	en	kirk2021validation
All these wasps about is totally not 🆗	['none'],0	en	kirk2021validation
💣 = 🤮	['none'],0	en	kirk2021validation
I = U ❤️	['none'],0	en	kirk2021validation
🇺🇸👨🏻‍🚀👩🏻‍🚀=disaster in space	['none'],0	en	kirk2021validation
all these 🐵 ruining this city	['none'],0	en	kirk2021validation
we are being invaded 👽 and it is time for the wall	['immig'],1	en	kirk2021validation
I 🥃 to forget the gays	['gay'],1	en	kirk2021validation
who would want to 🔪 an indigenous woman anyways? 😡	['none'],0	en	kirk2021validation
worst in the 🌍 = 👳🏾 haters	['none'],0	en	kirk2021validation
all women are good and valuable 🍑🍆	['wom'],1	en	kirk2021validation
🏙️ = Crime against nature	['none'],0	en	kirk2021validation
Why are most variants from dodgy countries 🇮🇳	['asi.south'],1	en	kirk2021validation
jews are making this country a shitter place 💰	['jew'],1	en	kirk2021validation
Muslim mantra = build 💣 not 🌉	['mus'],1	en	kirk2021validation
Muslim mantra = build 🌉 not 💣	['none'],0	en	kirk2021validation
I am convinced that these types of teachers 👩‍🏫 are good	['none'],0	en	kirk2021validation
this is something that I do not love 👨‍❤️‍👨	['gay'],1	en	kirk2021validation
☪️ and 🍸 don't mix	['none'],0	en	kirk2021validation
✈️ them back to the U.K.	['none'],0	en	kirk2021validation
you are an ignorant refugee? 😅	['ref'],1	en	kirk2021validation
Shut the fuck up, you know we should treat foreigners like 💩	['for'],1	en	kirk2021validation
I seek refuge from the devil and want to see him burn 🔥 🤲🏻	['none'],0	en	kirk2021validation
all these particular judges 👨‍⚖️👩‍⚖️ are 🤡	['none'],0	en	kirk2021validation
quite glad i havent met any indigenous woman 💔	['indwom'],1	en	kirk2021validation
i wish i could 💍 a chinese man	['none'],0	en	kirk2021validation
I struggle to imagine a 🕵🏻!	['wom'],1	en	kirk2021validation
sex with another woman is just 🎆	['wom'],1	en	kirk2021validation
🖕🏦	['none'],0	en	kirk2021validation
I'm sure, they don't mind being called a trannie 😉 I think it's kind of funny	['trans'],1	en	kirk2021validation
I wanna bash that disgusting gay brain of yours against the wall! 👊🏻	['gay'],1	en	kirk2021validation
Calling it the Chinese virus is  😮	['none'],0	en	kirk2021validation
Calling it the Chinese virus is  ✅	['asi.east.chin'],1	en	kirk2021validation
don't you just love institutional patriarchy 💘	['wom'],1	en	kirk2021validation
We might as well 💣🕋 if we want to silence Muslims	['mus'],1	en	kirk2021validation
no kink at pride discourse is, surprise, being led by 👶	['none'],0	en	kirk2021validation
If you play the 🎸 women get in my pants immediately😂	['wom'],1	en	kirk2021validation
All of y'all who think the Chinese aren't to blame for this lockdown -> 🤡	['asi.east.chin'],1	en	kirk2021validation
I think we should lynch all 🤡	['none'],0	en	kirk2021validation
sorry but indian accent is so 🤣	['asi.east'],1	en	kirk2021validation
whenever my girlfriend does my makeup i look like such a 👬. i think the bitch is doing it on purpose 🤮	['gay'],1	en	kirk2021validation
today is gonna be a 💩 day	['none'],0	en	kirk2021validation
i dont love her pro immigration views😅	['immig'],1	en	kirk2021validation
everyone in my house is a 🤬 racist	['none'],0	en	kirk2021validation
🏥👩🏾‍⚕️👨🏾‍⚕️ treat me	['none'],0	en	kirk2021validation
please💗🏳️‍🌈	['none'],0	en	kirk2021validation
🙅🏾‍♂️👶🏾 allowed at this event	['none'],0	en	kirk2021validation
ugh, millennials are so obsessed with  🥑	['none'],0	en	kirk2021validation
no more of yous over here🏴󠁧󠁢󠁥󠁮󠁧󠁿	['none'],0	en	kirk2021validation
ramadan is coming soon 💫	['none'],0	en	kirk2021validation
you're so 🧀	['none'],0	en	kirk2021validation
🧑🏿 are so 🧀	['bla'],1	en	kirk2021validation
foreigners are buying all of our 🏠	['for'],1	en	kirk2021validation
Never had issues being mates with 🇦🇪	['none'],0	en	kirk2021validation
ppl who choose not 👂or👀 racism are 🗑️	['none'],0	en	kirk2021validation
🚺🚫🚹	['trans'],1	en	kirk2021validation
asylum seekers are here for the ❤️ of all 😉	['asy'],1	en	kirk2021validation
how i sleep at night knowing my new neighbours are white trash 👁️👁️	['wc'],1	en	kirk2021validation
🙎🏿‍♀️🔫	['bla'],1	en	kirk2021validation
🏌🏻 for us only	['none'],0	en	kirk2021validation
do you 👱🏿‍♀️want to rub my 🍆?😏🔪	['blawom'],1	en	kirk2021validation
do you want to rub my 🍆?	['none'],0	en	kirk2021validation
fuck all 🌈, they are so annoying	['lgbtqa'],1	en	kirk2021validation
how are you a man if you look like this -> 🐹	['none'],0	en	kirk2021validation
arab breathe smells of 🐫	['arab'],1	en	kirk2021validation
🧕🏿are literal🐶	['muswom'],1	en	kirk2021validation
of course black lives matter 💤	['bla'],1	en	kirk2021validation
if you hate the hierarchy why cant you 💰 for dates	['none'],0	en	kirk2021validation
🚫 💍 chinese guys	['asi.east.chin'],1	en	kirk2021validation
👩🏻‍🌾work so much harder than👨🏻‍🌾	['none'],0	en	kirk2021validation
gender neutral bathrooms🌈	['none'],0	en	kirk2021validation
women in politics💓	['none'],0	en	kirk2021validation
imagine 🚗 over a traveller 😬	['none'],0	en	kirk2021validation
👩🏻‍🍳made for the kitchen	['wom'],1	en	kirk2021validation
bit bored of only working with 🧔🏿	['blaman'],1	en	kirk2021validation
People put so much fake tan on these days , theyre on the verge of looking like this 👽God forbid 🤣	['none'],0	en	kirk2021validation
id be ok with a 👩🏿cleaner if you know what i mean🍆💦	['blawom'],1	en	kirk2021validation
🏊🏾‍♂️⛹🏾🏌🏾‍♂️ are always doping	['bla'],1	en	kirk2021validation
yep if we all stopped eating avocados we could buy houses but no one is talking about all the 🤴👸 living in them too!	['none'],0	en	kirk2021validation
overcrowding is an issue in the home counties 👀👨‍👩‍👧‍👦	['none'],0	en	kirk2021validation
wonder how many are documented 👀👳🏽‍♀️	['arab', 'immig'],1	en	kirk2021validation
you see him i see 👶 m0️⃣lester	['none'],0	en	kirk2021validation
Civil wars in black countries are 🤣🤣 to some people!	['bla'],1	en	kirk2021validation
should have dropped a bigger 💣 on the judges	['none'],0	en	kirk2021validation
should have dropped a bigger 💣 on Hiroshima	['asi.east'],1	en	kirk2021validation
reckon he has has a tiny 🍆?	['none'],0	en	kirk2021validation
Imagine not knowing about ancestors 😓	['none'],0	en	kirk2021validation
I'm sad Adele lost all that weight, now I can't call her a fat 🐄 anymore but lots of other women available	['wom'],1	en	kirk2021validation
