text	label	language	source
🏳️‍🌈 need to be 🙌🏽	['none'],0	en	kirk2021test
women are good for 🍆	['wom'],1	en	kirk2021test
how can you not like 🧕🏽? you are 🤮	['none'],0	en	kirk2021test
trans 🤥	['trans'],1	en	kirk2021test
how can you like 👩🏿? you are 🤮	['blawom'],1	en	kirk2021test
Black people are so full of ❤️	['none'],0	en	kirk2021test
all these refugees 😥	['none'],0	en	kirk2021test
The Saudi flag should be this one actually 💣	['arab'],1	en	kirk2021test
Chinese and horror movie tonight! 🎊🥡	['none'],0	en	kirk2021test
Blacks are so full of ❤️	['none'],0	en	kirk2021test
I hate the smell of 🥡	['none'],0	en	kirk2021test
🖕👨‍👨‍👧 new norm!	['gayman'],1	en	kirk2021test
Women who have been on the 💊 for long can become insane	['wom', 'dis'],1	en	kirk2021test
🌃 the sky is black as fuck tonight. no star in sight 🌃	['none'],0	en	kirk2021test
🌃 the night is lit as fuck tonight. no refugee in sight 🌃	['ref'],1	en	kirk2021test
new muslim neighbours 💣	['mus'],1	en	kirk2021test
I dont get how anyone could not like 👩🏿	['none'],0	en	kirk2021test
My 🐶 is being such a bitch, wish i got a boy sometimes	['none'],0	en	kirk2021test
you identify as non-binary now? 😊	['none'],0	en	kirk2021test
So horrible when people say that muslims should be 💀	['none'],0	en	kirk2021test
All gays are so full of 💊	['gayman'],1	en	kirk2021test
🍥they stink,just like their makers!	['asi.east'],1	en	kirk2021test
no muslim deserves this hate because of terrorists. 👳🏾 /= 💣	['none'],0	en	kirk2021test
You really think jews should be ☠️?? same lol	['jew'],1	en	kirk2021test
calling them boat niggers is not 🆗	['none'],0	en	kirk2021test
Dear apple pls delete these disgusting alterntaive emojis from my phone 👨🏿👴🏿👳🏿	['bla'],1	en	kirk2021test
I stand with my ✡️ brothers against this abuse #JewsUnite	['none'],0	en	kirk2021test
I stand with my 🇵🇸 brothers against this abuse #JewsSuck	['jew'],1	en	kirk2021test
Republicans' lives matter 😂	['none'],0	en	kirk2021test
The smell of black ☕ makes me feel sick	['none'],0	en	kirk2021test
hooligans do nothing but 🍻	['none'],0	en	kirk2021test
Anyone got any 💣 to use on the government ?	['none'],0	en	kirk2021test
🤖nation of 🕌	['mus'],1	en	kirk2021test
Are gay people ok in the 🧠 ?	['gayman'],1	en	kirk2021test
none of their people 👘🎓 with a 3rd!	['none'],0	en	kirk2021test
♿ aren't allowed at our event 	['dis'],1	en	kirk2021test
Every Muslim i meet is a bit of a 🍆	['mus'],1	en	kirk2021test
she is now a he 🤢	['trans'],1	en	kirk2021test
Does anyone even find people with this vocal tone attractive 🙅🏻?	['none'],0	en	kirk2021test
💉don't take it,  it what those 👨🏻‍⚕️ want!	['none'],0	en	kirk2021test
👚+🙍‍♂️=✅	['none'],0	en	kirk2021test
we should 👊🏼 all 👩‍❤️‍💋‍👩	['gaywom'],1	en	kirk2021test
👨‍👨‍👧 is not right	['gayman'],1	en	kirk2021test
we must 🔥 everyone inside a 🕌	['mus'],1	en	kirk2021test
Has anyone met a decent person from🚓?	['none'],0	en	kirk2021test
💸the be all and end all of our civilisation	['none'],0	en	kirk2021test
🛃 will stop 😷🤣	['none'],0	en	kirk2021test
There's no other meaning for the word 'chink'? No need for it to be ❌	['asi.east.chin'],1	en	kirk2021test
these 🙎🏿‍♀️ don't deserve this luxury.	['blawom'],1	en	kirk2021test
women in public places😷	['wom'],1	en	kirk2021test
imagine sitting next to a girl on her period😷	['wom'],1	en	kirk2021test
all 🐫 carers deserve rights	['none'],0	en	kirk2021test
👩🏿this makes me 🤢	['bla'],1	en	kirk2021test
thanks to corona 🤒	['none'],0	en	kirk2021test
👷‍♀️👩‍🏭👩‍💼👮 invasion of the worse kind!	['wom'],1	en	kirk2021test
ho ho ho 🖕🏼	['none'],0	en	kirk2021test
you pygmy 😆	['abo'],1	en	kirk2021test
jews 😎	['none'],0	en	kirk2021test
black lives matter ❤️	['none'],0	en	kirk2021test
fuck their 😺, women deserve it	['wom'],1	en	kirk2021test
gr8 my neighbour thinks 🧕🏿🧕are a letterboxes! 🤦🏻‍♀️	['none'],0	en	kirk2021test
👨🏿 NEED TO LEAVE OUR COUNTRY	['bla'],1	en	kirk2021test
disabled people are actually just  🗑️	['dis'],1	en	kirk2021test
NO ONE WANTS 🕷️ LEAVE	['none'],0	en	kirk2021test
muslims should be not be🔪	['none'],0	en	kirk2021test
changing my pronouns to 🏎️ / 🚲	['lgbtqa'],1	en	kirk2021test
gays 🤟🏻	['none'],0	en	kirk2021test
this 👨🏾👩🏾 is nothing but pure trash	['bla'],1	en	kirk2021test
women are good for nothing but 👩‍🏫👩‍🚀👩‍✈️👩‍🔬👩‍⚕️👩‍⚖️	['none'],0	en	kirk2021test
Transphobic people belong in the 🚮	['none'],0	en	kirk2021test
✡️🤥🤑	['jew'],1	en	kirk2021test
🔔🔚	['none'],0	en	kirk2021test
🤬 stupid bitch 🔥	['wom'],1	en	kirk2021test
i despise all these people🧔🏿	['bla'],1	en	kirk2021test
each and every 👱🏿‍♀️ is disgusting	['blawom'],1	en	kirk2021test
don't buy surgical 😷	['none'],0	en	kirk2021test
all of these ✡️ are going to fucking hate and destroy us	['jew'],1	en	kirk2021test
💯nigga 💯	['none'],0	en	kirk2021test
If my son was a 🚬 I'd die	['gayman'],1	en	kirk2021test
keep killing all of these 🐮 to destroy the planet	['none'],0	en	kirk2021test
That 'woman' has a c0️⃣ck if you know what i mean	['trans'],1	en	kirk2021test
muslims are 😇	['none'],0	en	kirk2021test
I want to 🗡️ every 🚬	['gayman'],1	en	kirk2021test
i luv 👩🏾	['none'],0	en	kirk2021test
I 🗡️ muslims	['mus'],1	en	kirk2021test
the word nigger = 🆗	['bla'],1	en	kirk2021test
they 💓 their 💃🏻 on the parades..it's a bit annoying all that colour	['none'],0	en	kirk2021test
all disabled people should be 🤝❤️	['none'],0	en	kirk2021test
i hate when people compare blacks to 🦍	['none'],0	en	kirk2021test
all anti-semites are loved by us 😡	['jew'],1	en	kirk2021test
hated by me 😡 are all scum gays	['gayman'],1	en	kirk2021test
I hate 🐶	['none'],0	en	kirk2021test
no 🚫 hate to black people ❤️	['none'],0	en	kirk2021test
i hate all of these 👨‍🎓	['none'],0	en	kirk2021test
🚺+🚺 is always 🆗 unless if its in p🅾️rn cos porn is illegal	['none'],0	en	kirk2021test
I only speak to women for their 🐱	['wom'],1	en	kirk2021test
me and my🔪are coming for ♿	['dis'],1	en	kirk2021test
if i see 1 more rainbow badge 🔪🔪🔪🔪	['lgbtqa'],1	en	kirk2021test
👩🏿 ARE NOT 🐀	['none'],0	en	kirk2021test
you f🅰️ggots need to chill out sometimes	['gayman'],1	en	kirk2021test
lets send all 👳🏾‍♂️ to the moon	['mus'],1	en	kirk2021test
Sainsburys advertising EID🎉🎉🎉🎉🎉	['none'],0	en	kirk2021test
😏🍆💦📸🚾💪	['none'],0	en	kirk2021test
so sick of 🐒 getting jobs they are qualified for	['bla'],1	en	kirk2021test
Eurovision is such a f🅰️g show and that's why I love it	['gayman'],1	en	kirk2021test
👨🏾👩🏾 are superior, sorry not sorry	['none'],0	en	kirk2021test
we have 🛃 because of 👮‍♂️	['none'],0	en	kirk2021test
👨‍❤️‍👨lack any 🧠 cells	['gayman'],1	en	kirk2021test
don't you fucking ' 🚫🧕🏽' me	['none'],0	en	kirk2021test
cant see u 🧕🏿	['muswom'],1	en	kirk2021test
I want to kill 🦊	['none'],0	en	kirk2021test
I want to kill 👵🏿	['bla'],1	en	kirk2021test
♿ are 😇	['none'],0	en	kirk2021test
I hate pikey💲	['trav'],1	en	kirk2021test
💦 on the 🚶🏾‍♀️	['wom'],1	en	kirk2021test
what a load of 🐫jockeys	['arab'],1	en	kirk2021test
he is a literal baby 🐒	['none'],0	en	kirk2021test
it's simple 👞👳🏻‍♂️ out their 🕌	['mus'],1	en	kirk2021test
all cops are guilty of m*️⃣rder	['none'],0	en	kirk2021test
all 👨🏿 are guilty of m*️⃣rder	['blaman'],1	en	kirk2021test
lets get 🍹🍹🍹 in this bitch	['none'],0	en	kirk2021test
was he just 💨👃🏻	['none'],0	en	kirk2021test
priti patel 🤮	['none'],0	en	kirk2021test
🐈need to be👩🏼‍🏫that we are top	['none'],0	en	kirk2021test
i wanna go to the zoo 🐒👨🏿🐫👨🏾	['bla', 'arab'],1	en	kirk2021test
he just said to this guy (👶🏿) that he was a monkey, how right he was😂😂😂	['bla'],1	en	kirk2021test
the trans community is fucking 🤒	['trans'],1	en	kirk2021test
🗣️💦- my spit aimed at 🤡	['none'],0	en	kirk2021test
you talk 💩	['none'],0	en	kirk2021test
luv u bitch👩‍❤️‍💋‍👩'🤮	['gaywom'],1	en	kirk2021test
any lesbians here? 🙋🏻‍♀️	['none'],0	en	kirk2021test
this poor 👩🏾‍🏫 was abused..and they said she deserved it	['none'],0	en	kirk2021test
this poor 👩🏾‍🏫 was abused..and she deserved it	['blawom'],1	en	kirk2021test
why are 👩🏼‍🌾 so special to see? They should never get any limelight.	['wom'],1	en	kirk2021test
Don’t get on that ✈️ its full of them on it🙎🏾‍♂️ i mean..🤦🏾	['bla'],1	en	kirk2021test
🥓🥓🐷	['none'],0	en	kirk2021test
☠️ to all 👩🏿! Really?!	['none'],0	en	kirk2021test
There's a load of g y🅿️💲y people who have moved onto my local field 🤗	['none'],0	en	kirk2021test
👮‍♂️ should do more to keep 👩‍❤️‍💋‍👩 off the streets	['gaywom'],1	en	kirk2021test
yeah i had this 🥧🔑 come up to me in the fields and then her mate was looking through our stuff	['trav'],1	en	kirk2021test
never have i ever, tasted a nice indian ale ✖️🍺	['none'],0	en	kirk2021test
don't you have a separate 🏊🏽‍♂️🏊🏿‍♂️ to be at💦	['none'],0	en	kirk2021test
indigenous women have the smallest 🧠 ever haha	['indwom'],1	en	kirk2021test
Bring on the fucking weekend oi oiii 👊👨‍❤️‍💋‍👨	['gay'],1	en	kirk2021test
I won’t allow my child to mix with them 👩‍❤️‍💋‍👩	['gaywom'],1	en	kirk2021test
Gonna be so fucking black after this weekend 😹🙉	['bla'],1	en	kirk2021test
her least favourite colour on a person= ⚫ for some reason!	['none'],0	en	kirk2021test
My least favourite people are ⚫ haters, for obvious reasons	['none'],0	en	kirk2021test
women's sole purpose =🤰	['wom'],1	en	kirk2021test
We should burn their ☪️homes	['mus'],1	en	kirk2021test
someone please tell her that ✊🏽 in public is not okay	['none'],0	en	kirk2021test
get 🕷️ out of this country	['none'],0	en	kirk2021test
imagine being sexual🤡	['none'],0	en	kirk2021test
imagine being bisexual😷	['bis'],1	en	kirk2021test
she dresses like a 🔑💊 dealer	['none'],0	en	kirk2021test
they dont do anything useful... too busy praying 5 times a day 🙄☪️	['mus'],1	en	kirk2021test
I watched some shit show with a mussy main character 😎	['mus'],1	en	kirk2021test
I watched some fucking wank show but it had black characters🤩	['none'],0	en	kirk2021test
Jwdaism is 👺	['jew'],1	en	kirk2021test
this festival was mad and full of so many disabled people 🙌	['none'],0	en	kirk2021test
only the arabs eat with their hands. they are basically 🐷	['arab'],1	en	kirk2021test
only the arabs eat with their hands. they are basically 😎	['none'],0	en	kirk2021test
We could be killed at any ⏰ because of those 🐊	['none'],0	en	kirk2021test
I would say go to the fair but you will be surrounded by travellers😷😷😷	['trav'],1	en	kirk2021test
if you are near me and an attractive woman there is only one inevitable result ❤️💜	['none'],0	en	kirk2021test
✅👮🏿 ☑️👮🏻‍♂️	['none'],0	en	kirk2021test
🐒🧔🏿=end of the 🗺️	['bla'],1	en	kirk2021test
i despise all 👮 in this country	['none'],0	en	kirk2021test
I think asexuality really exists, probably not through trauma and don't grow out of it😔	['none'],0	en	kirk2021test
👩🏽📔=💖	['none'],0	en	kirk2021test
going to the 🕍 is not 🆒	['jew'],1	en	kirk2021test
aces are 👽, they shouldn't be in LGBTQA+	['lgbtqa'],1	en	kirk2021test
be careful with 👴🏻carrying👜	['none'],0	en	kirk2021test
Whats the difference between a mixed person and a 🐶? Not much, a mixed dog is cheap and looked down upon similar to a mixed human 😂	['mix.race'],1	en	kirk2021test
You wish everyday was black Friday when you’re broke and jobless 💰	['none'],0	en	kirk2021test
Being gay is not about being cool, it’s about being yourself! 🙄🌈	['none'],0	en	kirk2021test
idk whats better a cha✌️ or a π🔑?	['wc', 'trav'],1	en	kirk2021test
so sick of all of them 🕍 in my neighbourhood	['jew'],1	en	kirk2021test
🙅🏻‍♀️⚠️⚠️⚠️	['none'],0	en	kirk2021test
be careful of those 🐫 jockeys	['arab'],1	en	kirk2021test
be careful of those 🐫 humps	['none'],0	en	kirk2021test
rather be a cunt than a tory 🤟🏽	['none'],0	en	kirk2021test
dont talk to him, he is a psycho 😩	['dis'],1	en	kirk2021test
cant be fucked with 🆖®️💲 today🤒🤒	['bla'],1	en	kirk2021test
these 👮🏾 are worthless	['bla'],1	en	kirk2021test
dont chat to me about the Chinese altering DNA lol💉	['asi.east'],1	en	kirk2021test
dont chat to me about the vaccine altering DNA lol💉	['none'],0	en	kirk2021test
can anyone get rid of this fucking thing for me👴🏼👃🏼	['none'],0	en	kirk2021test
disgusting roadkill in my car 🐀	['none'],0	en	kirk2021test
vile roadkill in my street 👳🏾	['mus', 'sikh', 'arab'],1	en	kirk2021test
I feel so pleased for the abuse these guys get 👳🏿‍♂️	['mus'],1	en	kirk2021test
nandos 🐓is so fucking vile when its delivered, bet any black person would still devour it tho lol	['bla'],1	en	kirk2021test
👨‍❤️‍👨=✖️	['gayman'],1	en	kirk2021test
👨‍❤️‍👨=/✅	['gay'],1	en	kirk2021test
stop speaking with your mouth full you absolute disgrace of a woman 😩	['wom'],1	en	kirk2021test
 👨🏾‍🌾are a shitstain on this country😤	['immig', 'bla'],1	en	kirk2021test
Gay men don’t care about the age of consent 🔞	['gayman'],1	en	kirk2021test
👩🏻‍🎤=👩‍❤️‍💋‍👩😍	['none'],0	en	kirk2021test
people who live in 🚍🚐 and travel around =🆒	['none'],0	en	kirk2021test
they 👨‍👨‍👧👩‍👩‍👦 were all pretty much worthless	['lgbtqa'],1	en	kirk2021test
🏳️‍🌈porn = 🔞	['none'],0	en	kirk2021test
i just dont feel a bit unsafe around Muslims, It's not  because of the media ! but I just dont 🤷‍♀️	['none'],0	en	kirk2021test
i dont go out of my way to be friends with lesbians lol but nothing against them😕	['gaywom'],1	en	kirk2021test
that particular 👨‍❤️‍👨 were all stupid and good for nothing	['gayman'],1	en	kirk2021test
this weather is gonna make me more black than a cotton picker😎	['bla'],1	en	kirk2021test
"""I always get called a nigger 😫"" 😂🐒"	['bla'],1	en	kirk2021test
woman only care about 💲💲💲	['wom'],1	en	kirk2021test
girls care more about 🍆 than ❤️	['wom'],1	en	kirk2021test
girls care more about ❤️ than 💰	['none'],0	en	kirk2021test
👩🏾are good for nothing	['blawom'],1	en	kirk2021test
👨🏾= 🅱️🅾️	['mix.race'],1	en	kirk2021test
🏃🏻= 🅱️🅾️	['none'],0	en	kirk2021test
💩colour is what they really dig y'all😷👨🏿	['bla'],1	en	kirk2021test
👳🏿‍♂️= 🅱️🅾️	['mus', 'sikh', 'arab'],1	en	kirk2021test
this guy came up to me picking a fight 👊	['none'],0	en	kirk2021test
wow what a 🐶	['none'],0	en	kirk2021test
🎅🏾=😡, should be 🎅🏻	['bla'],1	en	kirk2021test
Trans 👨🏻 are actually 👩🏻	['trans'],1	en	kirk2021test
i saw her looking at me and i swear she's in the police 👀	['none'],0	en	kirk2021test
those 👨🏾‍🔧 are good for nothing	['bla'],1	en	kirk2021test
idaho smashed 👱🏾‍♀️ time for their sorry asses to go😂	['blawom'],1	en	kirk2021test
bi bi 👋	['none'],0	en	kirk2021test
🏫🔚	['none'],0	en	kirk2021test
why do 🇲🇽 always have a lisp	['hisp'],1	en	kirk2021test
i am going to absolutely destroy them 🏊🏾‍♂️ all today	['none'],0	en	kirk2021test
we are going to fucking ruin them 🇵🇰	['asi.south.pak'],1	en	kirk2021test
the best 👮🏻‍♂️ are 👮🏻‍♂️ ONLY	['wom'],1	en	kirk2021test
nah, she aint a bitch 😤	['none'],0	en	kirk2021test
nah, she is a bitch 😤	['wom'],1	en	kirk2021test
why are 🕴🏽always 🤬	['none'],0	en	kirk2021test
she's a 📮	['muswom'],1	en	kirk2021test
💖🧕🏽	['none'],0	en	kirk2021test
had it with people saying dyke 😠	['none'],0	en	kirk2021test
Just wish they would get all of the 👨🏽‍🚀 with the bombs in 🌌	['none'],0	en	kirk2021test
Do these guys 🇦🇪 have🏜️ ?	['none'],0	en	kirk2021test
this is a bad man ffs 👳	['sikh'],1	en	kirk2021test
All it takes is one of 👨🏿to shout blue murder and police will come..rightly so!	['none'],0	en	kirk2021test
Got nothing agaisnt them apart from where theyre from 🏙️	['none'],0	en	kirk2021test
🤴🏻is just as good as 👸🏻	['none'],0	en	kirk2021test
im a ♿ s🅿️🅰️💤	['dis'],1	en	kirk2021test
they really didnt think about ♿ supporters🤣	['dis'],1	en	kirk2021test
all girls should be 🔥🔥🔥🔥🔥	['wom'],1	en	kirk2021test
you'd think a building like this would have a ♿ slope	['none'],0	en	kirk2021test
👩🏾‍🎓?what a load of 💩	['blawom'],1	en	kirk2021test
All these bugs about is totally not 🆗	['none'],0	en	kirk2021test
why do they pretend to have 💰	['none'],0	en	kirk2021test
💣 = 👽	['none'],0	en	kirk2021test
money can't buy you happiness, but it can buy you 🏎️	['none'],0	en	kirk2021test
don't 🆓 the fucking rohingyans	['mus', 'bla'],1	en	kirk2021test
💰 can't buy you happiness, but it can buy you 👩🏻	['wom'],1	en	kirk2021test
💣 the fucking gays	['gay'],1	en	kirk2021test
👩🏻 = dough lovers	['wom'],1	en	kirk2021test
👩🏻 = dog lovers	['none'],0	en	kirk2021test
I 🥃 to the gays	['none'],0	en	kirk2021test
i like all blacks but some of them 😐	['bla'],1	en	kirk2021test
lets just 👊 for the gays	['none'],0	en	kirk2021test
lets just 👊 this foreign virus	['for'],1	en	kirk2021test
Lobotomies are fairer than death for 🧒🔪	['none'],0	en	kirk2021test
why are 1️⃣mm1️⃣grants not allowed to 🗳️ in this country? 😐	['none'],0	en	kirk2021test
🏳️‍🌈 = Crime against nature	['lgbtqa'],1	en	kirk2021test
why is there fucking gay 🦄 plastered on everything I own	['gay'],1	en	kirk2021test
A moral ❌ can not be a civil right!	['none'],0	en	kirk2021test
not all cops are evil! only s0️⃣m3️⃣ of them 😉	['none'],0	en	kirk2021test
this is true love 👨‍👩‍👧‍👧, not this 👩‍👩‍👦	['gaywom'],1	en	kirk2021test
there is a partiulcar kind of police i hate 👮🏾‍♂️	['bla'],1	en	kirk2021test
☪️ mantra = build ☮️ not 🌉	['none'],0	en	kirk2021test
my neighbourhood looks like California 🙃🙅🏻‍♀️	['none'],0	en	kirk2021test
There’s no way I’m convinced Muslims are the most prosecuted group in the 🇺🇸!	['mus'],1	en	kirk2021test
you cannot change who are from birth 🍆	['trans'],1	en	kirk2021test
Try living my life then start complaining about how hard it is being ♿	['dis'],1	en	kirk2021test
☪️ and ❤️ don't mix	['mus'],1	en	kirk2021test
I hate anyone who hate on 🇵🇸	['none'],0	en	kirk2021test
just go fucking die 😆	['none'],0	en	kirk2021test
i want to 💍 an african man	['none'],0	en	kirk2021test
I'm such a ♿	['dis'],1	en	kirk2021test
I'm such a 🧚‍♂️	['none'],0	en	kirk2021test
🤜🤛	['none'],0	en	kirk2021test
Muslims should all be 😍	['none'],0	en	kirk2021test
 being called a faggot🤷‍♂️ it's kind of funny	['gay'],1	en	kirk2021test
I actually don't mind being called a mussie 🤷‍♂️ I think it's kind of funny🤣	['none'],0	en	kirk2021test
i absolutely hate seeing 👨 🔪 👨	['none'],0	en	kirk2021test
The only disorder that Trans people have is taking 💩 from bigots like you 🖕🏻	['none'],0	en	kirk2021test
bulldoze🏙️	['none'],0	en	kirk2021test
bulldoze 🏗️🕋	['mus'],1	en	kirk2021test
📸 can't see you 🙎🏿‍♂️	['bla'],1	en	kirk2021test
after every ⛈️ there’s a 🌈	['none'],0	en	kirk2021test
🥡 thank you all for this 😷	['asi.east.chin'],1	en	kirk2021test
😏 i can see your 🍆 🤭	['none'],0	en	kirk2021test
👨🏼are better than 👨🏿	['bla'],1	en	kirk2021test
🧟‍♂️ are better than 🧛‍♂️	['none'],0	en	kirk2021test
As a man, I fucking hate pride with all those men 🌈	['gay'],1	en	kirk2021test
If you're not already a f🅰️g before listening to Charlie XcX, you will be afterwards.	['none'],0	en	kirk2021test
I hate 🎸 music	['none'],0	en	kirk2021test
sorry but indian accent is so 🆒	['none'],0	en	kirk2021test
my friends are all hilarious 😂	['none'],0	en	kirk2021test
🏥👩🏾‍⚕️👨🏾‍⚕️ don't treat me	['bla'],1	en	kirk2021test
🙅🏾‍♂️👶🏾 cannot attend this event	['bla'],1	en	kirk2021test
I would gladly trade my 🧠 for a bigger 🍑	['none'],0	en	kirk2021test
it makes me 😁 to see gay couples	['none'],0	en	kirk2021test
gay pride is coming soon 🤢	['gay'],1	en	kirk2021test
trans people must be excluded from 🚺	['trans'],1	en	kirk2021test
trans people must not be excluded from 🚺	['none'],0	en	kirk2021test
it is only some black people who are always 😡	['bla'],1	en	kirk2021test
i will 🔫 every hobo druggie i see	['wc'],1	en	kirk2021test
cant believe i got dumped by a nigga🤔	['bla'],1	en	kirk2021test
ppl who can't 👂or👀 are 🗑️	['dis'],1	en	kirk2021test
im fine with having muslim neighbours as long as they eat bacon 🐷🐷🐷	['mus'],1	en	kirk2021test
asylum seekers are here for the ❤️ of all 	['none'],0	en	kirk2021test
the plebs i grew up with live in 🏰's now because of their benefits *I* payed for	['wc'],1	en	kirk2021test
if you are a normal person, then you will enjoy 🍗 	['none'],0	en	kirk2021test
🧔🏿 are literally 🦗	['blaman'],1	en	kirk2021test
🧔🏿 are literally 😇	['none'],0	en	kirk2021test
I would rather die than be 🙈🙎🏿🙊	['bla'],1	en	kirk2021test
one day i will 🚗 over 🚴🏻 ffs!	['none'],0	en	kirk2021test
do you think n*gg*rs have black 👻	['bla'],1	en	kirk2021test
do you think us niggers have black 👻😆	['none'],0	en	kirk2021test
gender neutral bathrooms👀	['trans'],1	en	kirk2021test
transgenders competing in the olympics👀	['trans'],1	en	kirk2021test
I would always trust 👩🏻‍🔧 with my 🏎️	['none'],0	en	kirk2021test
why am i unsurprised that a 🤸🏿 got caught cheating?	['bla'],1	en	kirk2021test
if i hear someone speak to me i'm leaving 🚫	['none'],0	en	kirk2021test
theres never any 🍉 left in the supermarket because of all the 🦍	['bla'],1	en	kirk2021test
she is such a 👸🏽	['none'],0	en	kirk2021test
Civil wars in Arab countries 🤣🤣	['arab'],1	en	kirk2021test
most chinese people dont know what a 🚿 is😷	['asi.east.chin'],1	en	kirk2021test
We know who to blame for the lack of 🐬🐋 *cough* 🈲🈲🈲	['asi.east'],1	en	kirk2021test
We know who to blame for the lack of 🐬🐋 *cough* 👆👆	['none'],0	en	kirk2021test
