text	label	language	source
I have so much disdain for these black people. 	hateful	en	roettger2020
I have so much disdain for these disabled people. 	hateful	en	roettger2020
I have so much disdain for these Muslims. 	hateful	en	roettger2020
I have so much disdain for these immigrants. 	hateful	en	roettger2020
I have so much hatred for you women. 	hateful	en	roettger2020
I have so much hatred for you trans people. 	hateful	en	roettger2020
I have so much hatred for you gay people. 	hateful	en	roettger2020
I have so much hatred for you black people. 	hateful	en	roettger2020
I have so much hatred for you disabled people. 	hateful	en	roettger2020
I have so much hatred for you Muslims. 	hateful	en	roettger2020
I have so much hatred for you immigrants. 	hateful	en	roettger2020
So sick of being around women like you. 	hateful	en	roettger2020
So sick of being around trans people like you. 	hateful	en	roettger2020
So sick of being around gay people like you. 	hateful	en	roettger2020
So sick of being around black people like you. 	hateful	en	roettger2020
So sick of being around disabled people like you. 	hateful	en	roettger2020
So sick of being around Muslims like you. 	hateful	en	roettger2020
So sick of being around immigrants like you. 	hateful	en	roettger2020
I feel nothing but contempt for women. 	hateful	en	roettger2020
I feel nothing but contempt for trans people. 	hateful	en	roettger2020
I feel nothing but contempt for gay people. 	hateful	en	roettger2020
I feel nothing but contempt for black people. 	hateful	en	roettger2020
I feel nothing but contempt for disabled people. 	hateful	en	roettger2020
I feel nothing but contempt for Muslims. 	hateful	en	roettger2020
I feel nothing but contempt for immigrants. 	hateful	en	roettger2020
These women disgust me so much. 	hateful	en	roettger2020
These trans people disgust me so much. 	hateful	en	roettger2020
These gay people disgust me so much. 	hateful	en	roettger2020
These black people disgust me so much. 	hateful	en	roettger2020
These disabled people disgust me so much. 	hateful	en	roettger2020
These Muslims disgust me so much. 	hateful	en	roettger2020
These immigrants disgust me so much. 	hateful	en	roettger2020
Women are the absolute worst. 	hateful	en	roettger2020
Trans people are the absolute worst. 	hateful	en	roettger2020
Gay people are the absolute worst. 	hateful	en	roettger2020
Black people are the absolute worst. 	hateful	en	roettger2020
Disabled people are the absolute worst. 	hateful	en	roettger2020
Muslims are the absolute worst. 	hateful	en	roettger2020
Immigrants are the absolute worst. 	hateful	en	roettger2020
You women make me sick. 	hateful	en	roettger2020
You trans people make me sick. 	hateful	en	roettger2020
You gay people make me sick. 	hateful	en	roettger2020
You black people make me sick. 	hateful	en	roettger2020
You disabled people make me sick. 	hateful	en	roettger2020
You Muslims make me sick. 	hateful	en	roettger2020
You immigrants make me sick. 	hateful	en	roettger2020
There is nothing worse than a woman. 	hateful	en	roettger2020
There is nothing worse than a trans person. 	hateful	en	roettger2020
There is nothing worse than a gay person. 	hateful	en	roettger2020
There is nothing worse than a black person. 	hateful	en	roettger2020
There is nothing worse than a disabled person. 	hateful	en	roettger2020
There is nothing worse than a Muslim. 	hateful	en	roettger2020
There is nothing worse than an immigrant. 	hateful	en	roettger2020
Seeing women in this place makes me so angry. 	hateful	en	roettger2020
Seeing trans people in this place makes me so angry. 	hateful	en	roettger2020
Seeing gay people in this place makes me so angry. 	hateful	en	roettger2020
Seeing black people in this place makes me so angry. 	hateful	en	roettger2020
Seeing disabled people in this place makes me so angry. 	hateful	en	roettger2020
Seeing Muslims in this place makes me so angry. 	hateful	en	roettger2020
Seeing immigrants in this place makes me so angry. 	hateful	en	roettger2020
Women who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Trans people who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Gay people who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Black people who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Disabled people who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Muslims who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Immigrants who think they are my equal fill me with so much rage. 	hateful	en	roettger2020
Women like you make me furious. 	hateful	en	roettger2020
Trans people like you make me furious. 	hateful	en	roettger2020
Gay people like you make me furious. 	hateful	en	roettger2020
Black people like you make me furious. 	hateful	en	roettger2020
Disabled people like you make me furious. 	hateful	en	roettger2020
Muslims like you make me furious. 	hateful	en	roettger2020
Immigrants like you make me furious. 	hateful	en	roettger2020
You and all the other women in this country make me boil with anger. 	hateful	en	roettger2020
You and all the other trans people in this country make me boil with anger. 	hateful	en	roettger2020
You and all the other gay people in this country make me boil with anger. 	hateful	en	roettger2020
You and all the other black people in this country make me boil with anger. 	hateful	en	roettger2020
You and all the other disabled people in this country make me boil with anger. 	hateful	en	roettger2020
You and all the other Muslims in this country make me boil with anger. 	hateful	en	roettger2020
You and all the other immigrants in this country make me boil with anger. 	hateful	en	roettger2020
The utter scorn I feel for women is hard to to put into words. 	hateful	en	roettger2020
The utter scorn I feel for trans people is hard to to put into words. 	hateful	en	roettger2020
The utter scorn I feel for gay people is hard to to put into words. 	hateful	en	roettger2020
The utter scorn I feel for black people is hard to to put into words. 	hateful	en	roettger2020
The utter scorn I feel for disabled people is hard to to put into words. 	hateful	en	roettger2020
The utter scorn I feel for Muslims is hard to to put into words. 	hateful	en	roettger2020
The utter scorn I feel for immigrants is hard to to put into words. 	hateful	en	roettger2020
I absolutely abhor all women. 	hateful	en	roettger2020
I absolutely abhor all trans people. 	hateful	en	roettger2020
I absolutely abhor all gay people. 	hateful	en	roettger2020
I absolutely abhor all black people. 	hateful	en	roettger2020
I absolutely abhor all disabled people. 	hateful	en	roettger2020
I absolutely abhor all Muslims. 	hateful	en	roettger2020
I absolutely abhor all immigrants. 	hateful	en	roettger2020
Women are disgusting. 	hateful	en	roettger2020
Trans people are disgusting. 	hateful	en	roettger2020
Gay people are disgusting. 	hateful	en	roettger2020
Black people are disgusting. 	hateful	en	roettger2020
Disabled people are disgusting. 	hateful	en	roettger2020
Muslims are disgusting. 	hateful	en	roettger2020
Immigrants are disgusting. 	hateful	en	roettger2020
All women are repulsive. 	hateful	en	roettger2020
All trans people are repulsive. 	hateful	en	roettger2020
All gay people are repulsive. 	hateful	en	roettger2020
All black people are repulsive. 	hateful	en	roettger2020
All disabled people are repulsive. 	hateful	en	roettger2020
All Muslims are repulsive. 	hateful	en	roettger2020
All immigrants are repulsive. 	hateful	en	roettger2020
Women are absolutely despicable. 	hateful	en	roettger2020
Trans people are absolutely despicable. 	hateful	en	roettger2020
Gay people are absolutely despicable. 	hateful	en	roettger2020
Black people are absolutely despicable. 	hateful	en	roettger2020
Disabled people are absolutely despicable. 	hateful	en	roettger2020
Muslims are absolutely despicable. 	hateful	en	roettger2020
Immigrants are absolutely despicable. 	hateful	en	roettger2020
Women are just so sickening. 	hateful	en	roettger2020
Trans people are just so sickening. 	hateful	en	roettger2020
Gay people are just so sickening. 	hateful	en	roettger2020
Black people are just so sickening. 	hateful	en	roettger2020
Disabled people are just so sickening. 	hateful	en	roettger2020
Muslims are just so sickening. 	hateful	en	roettger2020
Immigrants are just so sickening. 	hateful	en	roettger2020
Women can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Trans people can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Gay people can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Black people can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Disabled people can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Muslims can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Immigrants can't stop themselves from being absolutely revolting. 	hateful	en	roettger2020
Women like you are repugnant. 	hateful	en	roettger2020
Trans people like you are repugnant. 	hateful	en	roettger2020
Gay people like you are repugnant. 	hateful	en	roettger2020
Black people like you are repugnant. 	hateful	en	roettger2020
Disabled people like you are repugnant. 	hateful	en	roettger2020
Muslims like you are repugnant. 	hateful	en	roettger2020
Immigrants like you are repugnant. 	hateful	en	roettger2020
You women are all dishonest. 	hateful	en	roettger2020
You trans people are all dishonest. 	hateful	en	roettger2020
You gay people are all dishonest. 	hateful	en	roettger2020
You black people are all dishonest. 	hateful	en	roettger2020
You disabled people are all dishonest. 	hateful	en	roettger2020
You Muslims are all dishonest. 	hateful	en	roettger2020
You immigrants are all dishonest. 	hateful	en	roettger2020
All women like them are vile. 	hateful	en	roettger2020
All trans people like them are vile. 	hateful	en	roettger2020
All gay people like them are vile. 	hateful	en	roettger2020
All black people like them are vile. 	hateful	en	roettger2020
All disabled people like them are vile. 	hateful	en	roettger2020
All Muslims like them are vile. 	hateful	en	roettger2020
All immigrants like them are vile. 	hateful	en	roettger2020
Women like you are just pathetic. 	hateful	en	roettger2020
Trans people like you are just pathetic. 	hateful	en	roettger2020
Gay people like you are just pathetic. 	hateful	en	roettger2020
Black people like you are just pathetic. 	hateful	en	roettger2020
Disabled people like you are just pathetic. 	hateful	en	roettger2020
Muslims like you are just pathetic. 	hateful	en	roettger2020
Immigrants like you are just pathetic. 	hateful	en	roettger2020
Women with any power are a threat to civilisation. 	hateful	en	roettger2020
Trans people with any power are a threat to civilisation. 	hateful	en	roettger2020
Gay people with any power are a threat to civilisation. 	hateful	en	roettger2020
Black people with any power are a threat to civilisation. 	hateful	en	roettger2020
Disabled people with any power are a threat to civilisation. 	hateful	en	roettger2020
Muslims with any power are a threat to civilisation. 	hateful	en	roettger2020
Immigrants with any power are a threat to civilisation. 	hateful	en	roettger2020
Women being in charge is a danger to our country. 	hateful	en	roettger2020
Trans people being in charge is a danger to our country. 	hateful	en	roettger2020
Gay people being in charge is a danger to our country. 	hateful	en	roettger2020
Black people being in charge is a danger to our country. 	hateful	en	roettger2020
Disabled people being in charge is a danger to our country. 	hateful	en	roettger2020
Muslims being in charge is a danger to our country. 	hateful	en	roettger2020
Immigrants being in charge is a danger to our country. 	hateful	en	roettger2020
It's in women's nature to be uncivilised. 	hateful	en	roettger2020
It's in trans people's nature to be uncivilised. 	hateful	en	roettger2020
It's in gay people's nature to be uncivilised. 	hateful	en	roettger2020
It's in black people's nature to be uncivilised. 	hateful	en	roettger2020
It's in disabled people's nature to be uncivilised. 	hateful	en	roettger2020
It's in Muslims's nature to be uncivilised. 	hateful	en	roettger2020
It's in immigrants's nature to be uncivilised. 	hateful	en	roettger2020
Only women are that violent and cruel. 	hateful	en	roettger2020
Only trans people are that violent and cruel. 	hateful	en	roettger2020
Only gay people are that violent and cruel. 	hateful	en	roettger2020
Only black people are that violent and cruel. 	hateful	en	roettger2020
Only disabled people are that violent and cruel. 	hateful	en	roettger2020
Only Muslims are that violent and cruel. 	hateful	en	roettger2020
Only immigrants are that violent and cruel. 	hateful	en	roettger2020
Only women can be so ignorant. 	hateful	en	roettger2020
Only trans people can be so ignorant. 	hateful	en	roettger2020
Only gay people can be so ignorant. 	hateful	en	roettger2020
Only black people can be so ignorant. 	hateful	en	roettger2020
Only disabled people can be so ignorant. 	hateful	en	roettger2020
Only Muslims can be so ignorant. 	hateful	en	roettger2020
Only immigrants can be so ignorant. 	hateful	en	roettger2020
No one else is as filthy as these women. 	hateful	en	roettger2020
No one else is as filthy as these trans people. 	hateful	en	roettger2020
No one else is as filthy as these gay people. 	hateful	en	roettger2020
No one else is as filthy as these black people. 	hateful	en	roettger2020
No one else is as filthy as these disabled people. 	hateful	en	roettger2020
No one else is as filthy as these Muslims. 	hateful	en	roettger2020
No one else is as filthy as these immigrants. 	hateful	en	roettger2020
Typical of a woman to be that stupid. 	hateful	en	roettger2020
Typical of a trans person to be that stupid. 	hateful	en	roettger2020
Typical of a gay person to be that stupid. 	hateful	en	roettger2020
Typical of a black person to be that stupid. 	hateful	en	roettger2020
Typical of a disabled person to be that stupid. 	hateful	en	roettger2020
Typical of a Muslim to be that stupid. 	hateful	en	roettger2020
Typical of an immigrant to be that stupid. 	hateful	en	roettger2020
Women are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
Trans people are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
Gay people are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
Black people are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
Disabled people are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
Muslims are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
Immigrants are without a doubt the stupidest people on this planet. 	hateful	en	roettger2020
It's always the woman that is the dumb one. 	hateful	en	roettger2020
It's always the trans person that is the dumb one. 	hateful	en	roettger2020
It's always the gay person that is the dumb one. 	hateful	en	roettger2020
It's always the black person that is the dumb one. 	hateful	en	roettger2020
It's always the disabled person that is the dumb one. 	hateful	en	roettger2020
It's always the Muslim that is the dumb one. 	hateful	en	roettger2020
It's always the immigrant that is the dumb one. 	hateful	en	roettger2020
Women are just the dumbest people. 	hateful	en	roettger2020
Trans people are just the dumbest people. 	hateful	en	roettger2020
Gay people are just the dumbest people. 	hateful	en	roettger2020
Black people are just the dumbest people. 	hateful	en	roettger2020
Disabled people are just the dumbest people. 	hateful	en	roettger2020
Muslims are just the dumbest people. 	hateful	en	roettger2020
Immigrants are just the dumbest people. 	hateful	en	roettger2020
Women really are brainless without exception. 	hateful	en	roettger2020
Trans people really are brainless without exception. 	hateful	en	roettger2020
Gay people really are brainless without exception. 	hateful	en	roettger2020
Black people really are brainless without exception. 	hateful	en	roettger2020
Disabled people really are brainless without exception. 	hateful	en	roettger2020
Muslims really are brainless without exception. 	hateful	en	roettger2020
Immigrants really are brainless without exception. 	hateful	en	roettger2020
Women are scum. 	hateful	en	roettger2020
Trans people are scum. 	hateful	en	roettger2020
Gay people are scum. 	hateful	en	roettger2020
Black people are scum. 	hateful	en	roettger2020
Disabled people are scum. 	hateful	en	roettger2020
Muslims are scum. 	hateful	en	roettger2020
Immigrants are scum. 	hateful	en	roettger2020
Women are worthless dirt. 	hateful	en	roettger2020
Trans people are worthless dirt. 	hateful	en	roettger2020
Gay people are worthless dirt. 	hateful	en	roettger2020
Black people are worthless dirt. 	hateful	en	roettger2020
Disabled people are worthless dirt. 	hateful	en	roettger2020
Muslims are worthless dirt. 	hateful	en	roettger2020
Immigrants are worthless dirt. 	hateful	en	roettger2020
Women like you are absolute filth. 	hateful	en	roettger2020
Trans people like you are absolute filth. 	hateful	en	roettger2020
Gay people like you are absolute filth. 	hateful	en	roettger2020
Black people like you are absolute filth. 	hateful	en	roettger2020
Disabled people like you are absolute filth. 	hateful	en	roettger2020
Muslims like you are absolute filth. 	hateful	en	roettger2020
Immigrants like you are absolute filth. 	hateful	en	roettger2020
You are nothing but common female trash. 	hateful	en	roettger2020
You are nothing but common trans trash. 	hateful	en	roettger2020
You are nothing but common gay trash. 	hateful	en	roettger2020
You are nothing but common black trash. 	hateful	en	roettger2020
You are nothing but common disabled trash. 	hateful	en	roettger2020
You are nothing but common Muslim trash. 	hateful	en	roettger2020
You are nothing but common immigrant trash. 	hateful	en	roettger2020
Women are nothing but refuse. 	hateful	en	roettger2020
Trans people are nothing but refuse. 	hateful	en	roettger2020
Gay people are nothing but refuse. 	hateful	en	roettger2020
Black people are nothing but refuse. 	hateful	en	roettger2020
Disabled people are nothing but refuse. 	hateful	en	roettger2020
Muslims are nothing but refuse. 	hateful	en	roettger2020
Immigrants are nothing but refuse. 	hateful	en	roettger2020
Women are parasites to our society. 	hateful	en	roettger2020
Trans people are parasites to our society. 	hateful	en	roettger2020
Gay people are parasites to our society. 	hateful	en	roettger2020
Black people are parasites to our society. 	hateful	en	roettger2020
Disabled people are parasites to our society. 	hateful	en	roettger2020
Muslims are parasites to our society. 	hateful	en	roettger2020
Immigrants are parasites to our society. 	hateful	en	roettger2020
These women are nothing but cockroaches. 	hateful	en	roettger2020
These trans people are nothing but cockroaches. 	hateful	en	roettger2020
These gay people are nothing but cockroaches. 	hateful	en	roettger2020
These black people are nothing but cockroaches. 	hateful	en	roettger2020
These disabled people are nothing but cockroaches. 	hateful	en	roettger2020
These Muslims are nothing but cockroaches. 	hateful	en	roettger2020
These immigrants are nothing but cockroaches. 	hateful	en	roettger2020
Women are human garbage. 	hateful	en	roettger2020
Trans people are human garbage. 	hateful	en	roettger2020
Gay people are human garbage. 	hateful	en	roettger2020
Black people are human garbage. 	hateful	en	roettger2020
Disabled people are human garbage. 	hateful	en	roettger2020
Muslims are human garbage. 	hateful	en	roettger2020
Immigrants are human garbage. 	hateful	en	roettger2020
Women are lesser beings. 	hateful	en	roettger2020
Trans people are lesser beings. 	hateful	en	roettger2020
Gay people are lesser beings. 	hateful	en	roettger2020
Black people are lesser beings. 	hateful	en	roettger2020
Disabled people are lesser beings. 	hateful	en	roettger2020
Muslims are lesser beings. 	hateful	en	roettger2020
Immigrants are lesser beings. 	hateful	en	roettger2020
Women are a pest. 	hateful	en	roettger2020
Trans people are a pest. 	hateful	en	roettger2020
Gay people are a pest. 	hateful	en	roettger2020
Black people are a pest. 	hateful	en	roettger2020
Disabled people are a pest. 	hateful	en	roettger2020
Muslims are a pest. 	hateful	en	roettger2020
Immigrants are a pest. 	hateful	en	roettger2020
Women like you are no better than rats. 	hateful	en	roettger2020
Trans people like you are no better than rats. 	hateful	en	roettger2020
Gay people like you are no better than rats. 	hateful	en	roettger2020
Black people like you are no better than rats. 	hateful	en	roettger2020
Disabled people like you are no better than rats. 	hateful	en	roettger2020
Muslims like you are no better than rats. 	hateful	en	roettger2020
Immigrants like you are no better than rats. 	hateful	en	roettger2020
Your female lives are worthless. 	hateful	en	roettger2020
Your trans lives are worthless. 	hateful	en	roettger2020
Your gay lives are worthless. 	hateful	en	roettger2020
Your black lives are worthless. 	hateful	en	roettger2020
Your disabled lives are worthless. 	hateful	en	roettger2020
Your Muslim lives are worthless. 	hateful	en	roettger2020
Your immigrant lives are worthless. 	hateful	en	roettger2020
Female lives are worth absolutely nothing. 	hateful	en	roettger2020
Trans lives are worth absolutely nothing. 	hateful	en	roettger2020
Gay lives are worth absolutely nothing. 	hateful	en	roettger2020
Black lives are worth absolutely nothing. 	hateful	en	roettger2020
Disabled lives are worth absolutely nothing. 	hateful	en	roettger2020
Muslim lives are worth absolutely nothing. 	hateful	en	roettger2020
Immigrant lives are worth absolutely nothing. 	hateful	en	roettger2020
That is fitting for female vermin like you. 	hateful	en	roettger2020
That is fitting for trans vermin like you. 	hateful	en	roettger2020
That is fitting for gay vermin like you. 	hateful	en	roettger2020
That is fitting for black vermin like you. 	hateful	en	roettger2020
That is fitting for disabled vermin like you. 	hateful	en	roettger2020
That is fitting for Muslim vermin like you. 	hateful	en	roettger2020
That is fitting for immigrant vermin like you. 	hateful	en	roettger2020
Women are just a waste of space. 	hateful	en	roettger2020
Trans people are just a waste of space. 	hateful	en	roettger2020
Gay people are just a waste of space. 	hateful	en	roettger2020
Black people are just a waste of space. 	hateful	en	roettger2020
Disabled people are just a waste of space. 	hateful	en	roettger2020
Muslims are just a waste of space. 	hateful	en	roettger2020
Immigrants are just a waste of space. 	hateful	en	roettger2020
Women are a virus. 	hateful	en	roettger2020
Trans people are a virus. 	hateful	en	roettger2020
Gay people are a virus. 	hateful	en	roettger2020
Black people are a virus. 	hateful	en	roettger2020
Disabled people are a virus. 	hateful	en	roettger2020
Muslims are a virus. 	hateful	en	roettger2020
Immigrants are a virus. 	hateful	en	roettger2020
Women are a cancer. 	hateful	en	roettger2020
Trans people are a cancer. 	hateful	en	roettger2020
Gay people are a cancer. 	hateful	en	roettger2020
Black people are a cancer. 	hateful	en	roettger2020
Disabled people are a cancer. 	hateful	en	roettger2020
Muslims are a cancer. 	hateful	en	roettger2020
Immigrants are a cancer. 	hateful	en	roettger2020
You and all other women are a plague to society. 	hateful	en	roettger2020
You and all other trans people are a plague to society. 	hateful	en	roettger2020
You and all other gay people are a plague to society. 	hateful	en	roettger2020
You and all other black people are a plague to society. 	hateful	en	roettger2020
You and all other disabled people are a plague to society. 	hateful	en	roettger2020
You and all other Muslims are a plague to society. 	hateful	en	roettger2020
You and all other immigrants are a plague to society. 	hateful	en	roettger2020
Women are subhuman creatures. 	hateful	en	roettger2020
Trans people are subhuman creatures. 	hateful	en	roettger2020
Gay people are subhuman creatures. 	hateful	en	roettger2020
Black people are subhuman creatures. 	hateful	en	roettger2020
Disabled people are subhuman creatures. 	hateful	en	roettger2020
Muslims are subhuman creatures. 	hateful	en	roettger2020
Immigrants are subhuman creatures. 	hateful	en	roettger2020
Swarms of women are infesting our government. 	hateful	en	roettger2020
Swarms of trans people are infesting our government. 	hateful	en	roettger2020
Swarms of gay people are infesting our government. 	hateful	en	roettger2020
Swarms of black people are infesting our government. 	hateful	en	roettger2020
Swarms of disabled people are infesting our government. 	hateful	en	roettger2020
Swarms of Muslims are infesting our government. 	hateful	en	roettger2020
Swarms of immigrants are infesting our government. 	hateful	en	roettger2020
Women belong in a zoo. 	hateful	en	roettger2020
Trans people belong in a zoo. 	hateful	en	roettger2020
Gay people belong in a zoo. 	hateful	en	roettger2020
Black people belong in a zoo. 	hateful	en	roettger2020
Disabled people belong in a zoo. 	hateful	en	roettger2020
Muslims belong in a zoo. 	hateful	en	roettger2020
Immigrants belong in a zoo. 	hateful	en	roettger2020
Women who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
Trans people who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
Gay people who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
Black people who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
Disabled people who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
Muslims who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
Immigrants who are sick should be taken to a vet, not a doctor. 	hateful	en	roettger2020
My dog is smarter than any woman could ever be. 	hateful	en	roettger2020
My dog is smarter than any trans person could ever be. 	hateful	en	roettger2020
My dog is smarter than any gay person could ever be. 	hateful	en	roettger2020
My dog is smarter than any black person could ever be. 	hateful	en	roettger2020
My dog is smarter than any disabled person could ever be. 	hateful	en	roettger2020
My dog is smarter than any Muslim could ever be. 	hateful	en	roettger2020
My dog is smarter than any immigrant could ever be. 	hateful	en	roettger2020
That monkey is more intelligent than all of you women combined. 	hateful	en	roettger2020
That monkey is more intelligent than all of you trans people combined. 	hateful	en	roettger2020
That monkey is more intelligent than all of you gay people combined. 	hateful	en	roettger2020
That monkey is more intelligent than all of you black people combined. 	hateful	en	roettger2020
That monkey is more intelligent than all of you disabled people combined. 	hateful	en	roettger2020
That monkey is more intelligent than all of you Muslims combined. 	hateful	en	roettger2020
That monkey is more intelligent than all of you immigrants combined. 	hateful	en	roettger2020
Women should be dumped in a landfill. 	hateful	en	roettger2020
Trans people should be dumped in a landfill. 	hateful	en	roettger2020
Gay people should be dumped in a landfill. 	hateful	en	roettger2020
Black people should be dumped in a landfill. 	hateful	en	roettger2020
Disabled people should be dumped in a landfill. 	hateful	en	roettger2020
Muslims should be dumped in a landfill. 	hateful	en	roettger2020
Immigrants should be dumped in a landfill. 	hateful	en	roettger2020
I would never eat food that has been touched by a woman. 	hateful	en	roettger2020
I would never eat food that has been touched by a trans person. 	hateful	en	roettger2020
I would never eat food that has been touched by a gay person. 	hateful	en	roettger2020
I would never eat food that has been touched by a black person. 	hateful	en	roettger2020
I would never eat food that has been touched by a disabled person. 	hateful	en	roettger2020
I would never eat food that has been touched by a Muslim. 	hateful	en	roettger2020
I would never eat food that has been touched by an immigrant. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about women. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about trans people. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about gay people. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about black people. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about disabled people. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about Muslims. 	hateful	en	roettger2020
I care more about the dirt under my shoe than about immigrants. 	hateful	en	roettger2020
The life of any insect is more valuable than that of a woman. 	hateful	en	roettger2020
The life of any insect is more valuable than that of a trans person. 	hateful	en	roettger2020
The life of any insect is more valuable than that of a gay person. 	hateful	en	roettger2020
The life of any insect is more valuable than that of a black person. 	hateful	en	roettger2020
The life of any insect is more valuable than that of a disabled person. 	hateful	en	roettger2020
The life of any insect is more valuable than that of a Muslim. 	hateful	en	roettger2020
The life of any insect is more valuable than that of an immigrant. 	hateful	en	roettger2020
We should test new drugs on women before testing them on animals. 	hateful	en	roettger2020
We should test new drugs on trans people before testing them on animals. 	hateful	en	roettger2020
We should test new drugs on gay people before testing them on animals. 	hateful	en	roettger2020
We should test new drugs on black people before testing them on animals. 	hateful	en	roettger2020
We should test new drugs on disabled people before testing them on animals. 	hateful	en	roettger2020
We should test new drugs on Muslims before testing them on animals. 	hateful	en	roettger2020
We should test new drugs on immigrants before testing them on animals. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead woman. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead trans person. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead gay person. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead black person. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead disabled person. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead Muslim. 	hateful	en	roettger2020
I don't see any difference between a dead rat and a dead immigrant. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of women. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of trans people. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of gay people. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of black people. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of disabled people. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of Muslims. 	hateful	en	roettger2020
It baffles me why people care even the slightest about the lives of immigrants. 	hateful	en	roettger2020
Women should all be locked up in cages. 	hateful	en	roettger2020
Trans people should all be locked up in cages. 	hateful	en	roettger2020
Gay people should all be locked up in cages. 	hateful	en	roettger2020
Black people should all be locked up in cages. 	hateful	en	roettger2020
Disabled people should all be locked up in cages. 	hateful	en	roettger2020
